,date,hour,desc
748,2015-04-04,1200,Patchy rain possible
749,2015-04-04,1500,Moderate or heavy rain shower
750,2015-04-04,1800,Moderate or heavy rain shower
751,2015-04-04,2100,Patchy rain possible
752,2015-04-05,0,Patchy rain possible
753,2015-04-05,300,Patchy rain possible
754,2015-04-05,600,Sunny
755,2015-04-05,900,Sunny
756,2015-04-05,1200,Light rain shower
757,2015-04-05,1500,Moderate or heavy rain shower
758,2015-04-05,1800,Moderate or heavy rain shower
759,2015-04-05,2100,Patchy rain possible
760,2015-04-06,0,Patchy rain possible
761,2015-04-06,300,Patchy rain possible
762,2015-04-06,600,Patchy rain possible
763,2015-04-06,900,Patchy rain possible
764,2015-04-06,1200,Patchy rain possible
765,2015-04-06,1500,Moderate or heavy rain shower
766,2015-04-06,1800,Torrential rain shower
767,2015-04-06,2100,Clear
768,2015-04-07,0,Clear
769,2015-04-07,300,Patchy rain possible
770,2015-04-07,600,Patchy rain possible
771,2015-04-07,900,Patchy rain possible
772,2015-04-07,1200,Patchy rain possible
773,2015-04-07,1500,Moderate or heavy rain shower
774,2015-04-07,1800,Light rain shower
775,2015-04-07,2100,Patchy rain possible
776,2015-04-08,0,Mist
777,2015-04-08,300,Mist
778,2015-04-08,600,Sunny
779,2015-04-08,900,Sunny
780,2015-04-08,1200,Partly cloudy
781,2015-04-08,1500,Patchy rain possible
782,2015-04-08,1800,Clear
783,2015-04-08,2100,Light rain shower
784,2015-04-09,0,Partly cloudy
785,2015-04-09,300,Patchy rain possible
786,2015-04-09,600,Sunny
787,2015-04-09,900,Sunny
788,2015-04-09,1200,Partly cloudy
789,2015-04-09,1500,Patchy rain possible
790,2015-04-09,1800,Patchy rain possible
791,2015-04-09,2100,Patchy rain possible
792,2015-04-10,0,Mist
793,2015-04-10,300,Mist
794,2015-04-10,600,Sunny
795,2015-04-10,900,Sunny
796,2015-04-10,1200,Sunny
797,2015-04-10,1500,Moderate or heavy rain shower
798,2015-04-10,1800,Partly cloudy
799,2015-04-10,2100,Partly cloudy
800,2015-04-11,0,Clear
801,2015-04-11,300,Clear
802,2015-04-11,600,Sunny
803,2015-04-11,900,Sunny
804,2015-04-11,1200,Patchy rain possible
805,2015-04-11,1500,Light rain shower
806,2015-04-11,1800,Light rain shower
807,2015-04-11,2100,Patchy rain possible
808,2015-04-12,0,Patchy rain possible
809,2015-04-12,300,Moderate or heavy rain shower
810,2015-04-12,600,Moderate or heavy rain shower
811,2015-04-12,900,Partly cloudy
812,2015-04-12,1200,Partly cloudy
813,2015-04-12,1500,Moderate or heavy rain shower
814,2015-04-12,1800,Patchy rain possible
815,2015-04-12,2100,Moderate or heavy rain shower
816,2015-04-13,0,Mist
817,2015-04-13,300,Mist
818,2015-04-13,600,Sunny
819,2015-04-13,900,Sunny
820,2015-04-13,1200,Sunny
821,2015-04-13,1500,Sunny
822,2015-04-13,1800,Clear
823,2015-04-13,2100,Clear
824,2015-04-14,0,Cloudy
825,2015-04-14,300,Patchy rain possible
826,2015-04-14,600,Partly cloudy
827,2015-04-14,900,Patchy rain possible
828,2015-04-14,1200,Partly cloudy
829,2015-04-14,1500,Patchy rain possible
830,2015-04-14,1800,Partly cloudy
831,2015-04-14,2100,Patchy rain possible
832,2015-04-15,0,Partly cloudy
833,2015-04-15,300,Patchy rain possible
834,2015-04-15,600,Partly cloudy
835,2015-04-15,900,Patchy rain possible
836,2015-04-15,1200,Partly cloudy
837,2015-04-15,1500,Moderate rain at times
838,2015-04-15,1800,Patchy rain possible
839,2015-04-15,2100,Patchy rain possible
840,2015-04-16,0,Patchy rain possible
841,2015-04-16,300,Patchy rain possible
842,2015-04-16,600,Sunny
843,2015-04-16,900,Sunny
844,2015-04-16,1200,Sunny
845,2015-04-16,1500,Patchy rain possible
846,2015-04-16,1800,Partly cloudy
847,2015-04-16,2100,Partly cloudy
848,2015-04-17,0,Partly cloudy
849,2015-04-17,300,Partly cloudy
850,2015-04-17,600,Sunny
851,2015-04-17,900,Sunny
852,2015-04-17,1200,Partly cloudy
853,2015-04-17,1500,Moderate or heavy rain shower
854,2015-04-17,1800,Partly cloudy
855,2015-04-17,2100,Patchy rain possible
856,2015-04-18,0,Partly cloudy
857,2015-04-18,300,Patchy rain possible
858,2015-04-18,600,Sunny
859,2015-04-18,900,Sunny
860,2015-04-18,1200,Partly cloudy
861,2015-04-18,1500,Patchy rain possible
862,2015-04-18,1800,Patchy rain possible
863,2015-04-18,2100,Patchy rain possible
864,2015-04-19,0,Clear
865,2015-04-19,300,Patchy rain possible
866,2015-04-19,600,Patchy rain possible
867,2015-04-19,900,Patchy rain possible
868,2015-04-19,1200,Patchy light rain with thunder
869,2015-04-19,1500,Moderate or heavy rain shower
870,2015-04-19,1800,Moderate or heavy rain shower
871,2015-04-19,2100,Moderate or heavy rain shower
872,2015-04-20,0,Clear
873,2015-04-20,300,Patchy rain possible
874,2015-04-20,600,Patchy rain possible
875,2015-04-20,900,Sunny
876,2015-04-20,1200,Patchy rain possible
877,2015-04-20,1500,Patchy rain possible
878,2015-04-20,1800,Moderate or heavy rain shower
879,2015-04-20,2100,Patchy rain possible
880,2015-04-21,0,Patchy rain possible
881,2015-04-21,300,Clear
882,2015-04-21,600,Sunny
883,2015-04-21,900,Sunny
884,2015-04-21,1200,Patchy rain possible
885,2015-04-21,1500,Moderate or heavy rain shower
886,2015-04-21,1800,Patchy rain possible
887,2015-04-21,2100,Patchy rain possible
888,2015-04-22,0,Patchy rain possible
889,2015-04-22,300,Patchy rain possible
890,2015-04-22,600,Sunny
891,2015-04-22,900,Sunny
892,2015-04-22,1200,Patchy rain possible
893,2015-04-22,1500,Moderate or heavy rain shower
894,2015-04-22,1800,Patchy rain possible
895,2015-04-22,2100,Patchy rain possible
896,2015-04-23,0,Clear
897,2015-04-23,300,Patchy rain possible
898,2015-04-23,600,Sunny
899,2015-04-23,900,Sunny
900,2015-04-23,1200,Patchy rain possible
901,2015-04-23,1500,Patchy rain possible
902,2015-04-23,1800,Patchy rain possible
903,2015-04-23,2100,Moderate or heavy rain shower
904,2015-04-24,0,Mist
905,2015-04-24,300,Mist
906,2015-04-24,600,Sunny
907,2015-04-24,900,Sunny
908,2015-04-24,1200,Partly cloudy
909,2015-04-24,1500,Patchy rain possible
910,2015-04-24,1800,Moderate or heavy rain shower
911,2015-04-24,2100,Partly cloudy
912,2015-04-25,0,Patchy rain possible
913,2015-04-25,300,Patchy rain possible
914,2015-04-25,600,Patchy rain possible
915,2015-04-25,900,Partly cloudy
916,2015-04-25,1200,Partly cloudy
917,2015-04-25,1500,Partly cloudy
918,2015-04-25,1800,Light rain shower
919,2015-04-25,2100,Cloudy
920,2015-04-26,0,Partly cloudy
921,2015-04-26,300,Patchy rain possible
922,2015-04-26,600,Sunny
923,2015-04-26,900,Sunny
924,2015-04-26,1200,Patchy rain possible
925,2015-04-26,1500,Moderate or heavy rain shower
926,2015-04-26,1800,Patchy rain possible
927,2015-04-26,2100,Patchy rain possible
928,2015-04-27,0,Clear
929,2015-04-27,300,Clear
930,2015-04-27,600,Sunny
931,2015-04-27,900,Partly cloudy
932,2015-04-27,1200,Patchy rain possible
933,2015-04-27,1500,Moderate or heavy rain shower
934,2015-04-27,1800,Light rain shower
935,2015-04-27,2100,Patchy light drizzle
936,2015-04-28,0,Patchy light drizzle
937,2015-04-28,300,Patchy light drizzle
938,2015-04-28,600,Partly cloudy
939,2015-04-28,900,Patchy rain possible
940,2015-04-28,1200,Partly cloudy
941,2015-04-28,1500,Moderate rain at times
942,2015-04-28,1800,Partly cloudy
943,2015-04-28,2100,Patchy rain possible
944,2015-04-29,0,Patchy rain possible
945,2015-04-29,300,Patchy rain possible
946,2015-04-29,600,Partly cloudy
947,2015-04-29,900,Partly cloudy
948,2015-04-29,1200,Light rain shower
949,2015-04-29,1500,Moderate or heavy rain shower
950,2015-04-29,1800,Moderate or heavy rain shower
951,2015-04-29,2100,Patchy rain possible
952,2015-04-30,0,Moderate or heavy rain shower
953,2015-04-30,300,Patchy rain possible
954,2015-04-30,600,Patchy rain possible
955,2015-04-30,900,Patchy rain possible
956,2015-04-30,1200,Moderate or heavy rain shower
957,2015-04-30,1500,Patchy rain possible
958,2015-04-30,1800,Moderate or heavy rain shower
959,2015-04-30,2100,Clear
960,2015-05-01,0,Clear
961,2015-05-01,300,Mist
962,2015-05-01,600,Sunny
963,2015-05-01,900,Sunny
964,2015-05-01,1200,Sunny
965,2015-05-01,1500,Patchy rain possible
966,2015-05-01,1800,Patchy rain possible
967,2015-05-01,2100,Patchy rain possible
968,2015-05-02,0,Patchy rain possible
969,2015-05-02,300,Patchy rain possible
970,2015-05-02,600,Patchy rain possible
971,2015-05-02,900,Sunny
972,2015-05-02,1200,Light rain shower
973,2015-05-02,1500,Moderate or heavy rain shower
974,2015-05-02,1800,Moderate or heavy rain shower
975,2015-05-02,2100,Light rain shower
976,2015-05-03,0,Patchy rain possible
977,2015-05-03,300,Clear
978,2015-05-03,600,Sunny
979,2015-05-03,900,Sunny
980,2015-05-03,1200,Patchy rain possible
981,2015-05-03,1500,Moderate or heavy rain shower
982,2015-05-03,1800,Light rain shower
983,2015-05-03,2100,Light rain shower
984,2015-05-04,0,Patchy rain possible
985,2015-05-04,300,Partly cloudy
986,2015-05-04,600,Partly cloudy
987,2015-05-04,900,Partly cloudy
988,2015-05-04,1200,Patchy rain possible
989,2015-05-04,1500,Moderate or heavy rain shower
990,2015-05-04,1800,Patchy rain possible
991,2015-05-04,2100,Patchy rain possible
992,2015-05-05,0,Mist
993,2015-05-05,300,Clear
994,2015-05-05,600,Sunny
995,2015-05-05,900,Sunny
996,2015-05-05,1200,Patchy rain possible
997,2015-05-05,1500,Light rain shower
998,2015-05-05,1800,Patchy rain possible
999,2015-05-05,2100,Patchy rain possible
1000,2015-05-06,0,Patchy rain possible
1001,2015-05-06,300,Patchy rain possible
1002,2015-05-06,600,Patchy rain possible
1003,2015-05-06,900,Sunny
1004,2015-05-06,1200,Patchy rain possible
1005,2015-05-06,1500,Patchy rain possible
1006,2015-05-06,1800,Clear
1007,2015-05-06,2100,Clear
1008,2015-05-07,0,Patchy rain possible
1009,2015-05-07,300,Patchy rain possible
1010,2015-05-07,600,Patchy rain possible
1011,2015-05-07,900,Sunny
1012,2015-05-07,1200,Patchy rain possible
1013,2015-05-07,1500,Light rain shower
1014,2015-05-07,1800,Light rain shower
1015,2015-05-07,2100,Partly cloudy
1016,2015-05-08,0,Partly cloudy
1017,2015-05-08,300,Partly cloudy
1018,2015-05-08,600,Partly cloudy
1019,2015-05-08,900,Partly cloudy
1020,2015-05-08,1200,Light rain shower
1021,2015-05-08,1500,Moderate or heavy rain shower
1022,2015-05-08,1800,Patchy rain possible
1023,2015-05-08,2100,Clear
1024,2015-05-09,0,Clear
1025,2015-05-09,300,Clear
1026,2015-05-09,600,Sunny
1027,2015-05-09,900,Sunny
1028,2015-05-09,1200,Patchy rain possible
1029,2015-05-09,1500,Patchy rain possible
1030,2015-05-09,1800,Patchy rain possible
1031,2015-05-09,2100,Clear
1032,2015-05-10,0,Patchy rain possible
1033,2015-05-10,300,Clear
1034,2015-05-10,600,Sunny
1035,2015-05-10,900,Sunny
1036,2015-05-10,1200,Light rain shower
1037,2015-05-10,1500,Patchy rain possible
1038,2015-05-10,1800,Patchy rain possible
1039,2015-05-10,2100,Clear
1040,2015-05-11,0,Clear
1041,2015-05-11,300,Clear
1042,2015-05-11,600,Sunny
1043,2015-05-11,900,Sunny
1044,2015-05-11,1200,Light rain shower
1045,2015-05-11,1500,Moderate or heavy rain shower
1046,2015-05-11,1800,Moderate or heavy rain shower
1047,2015-05-11,2100,Partly cloudy
1048,2015-05-12,0,Partly cloudy
1049,2015-05-12,300,Patchy rain possible
1050,2015-05-12,600,Moderate or heavy rain shower
1051,2015-05-12,900,Sunny
1052,2015-05-12,1200,Sunny
1053,2015-05-12,1500,Moderate or heavy rain shower
1054,2015-05-12,1800,Moderate or heavy rain shower
1055,2015-05-12,2100,Patchy rain possible
1056,2015-05-13,0,Moderate or heavy rain shower
1057,2015-05-13,300,Patchy rain possible
1058,2015-05-13,600,Light rain shower
1059,2015-05-13,900,Light rain shower
1060,2015-05-13,1200,Light rain shower
1061,2015-05-13,1500,Moderate or heavy rain shower
1062,2015-05-13,1800,Moderate or heavy rain shower
1063,2015-05-13,2100,Patchy rain possible
1064,2015-05-14,0,Moderate or heavy rain shower
1065,2015-05-14,300,Moderate or heavy rain shower
1066,2015-05-14,600,Moderate or heavy rain shower
1067,2015-05-14,900,Patchy rain possible
1068,2015-05-14,1200,Light rain shower
1069,2015-05-14,1500,Moderate or heavy rain shower
1070,2015-05-14,1800,Moderate or heavy rain shower
1071,2015-05-14,2100,Patchy rain possible
1072,2015-05-15,0,Patchy rain possible
1073,2015-05-15,300,Partly cloudy
1074,2015-05-15,600,Sunny
1075,2015-05-15,900,Sunny
1076,2015-05-15,1200,Patchy rain possible
1077,2015-05-15,1500,Patchy rain possible
1078,2015-05-15,1800,Moderate or heavy rain shower
1079,2015-05-15,2100,Clear
1080,2015-05-16,0,Clear
1081,2015-05-16,300,Clear
1082,2015-05-16,600,Sunny
1083,2015-05-16,900,Sunny
1084,2015-05-16,1200,Light rain shower
1085,2015-05-16,1500,Patchy rain possible
1086,2015-05-16,1800,Patchy rain possible
1087,2015-05-16,2100,Patchy rain possible
1088,2015-05-17,0,Patchy rain possible
1089,2015-05-17,300,Patchy rain possible
1090,2015-05-17,600,Patchy rain possible
1091,2015-05-17,900,Patchy rain possible
1092,2015-05-17,1200,Partly cloudy
1093,2015-05-17,1500,Patchy rain possible
1094,2015-05-17,1800,Patchy rain possible
1095,2015-05-17,2100,Patchy rain possible
1096,2015-05-18,0,Patchy rain possible
1097,2015-05-18,300,Clear
1098,2015-05-18,600,Partly cloudy
1099,2015-05-18,900,Partly cloudy
1100,2015-05-18,1200,Patchy rain possible
1101,2015-05-18,1500,Moderate or heavy rain shower
1102,2015-05-18,1800,Moderate or heavy rain shower
1103,2015-05-18,2100,Patchy rain possible
1104,2015-05-19,0,Patchy rain possible
1105,2015-05-19,300,Clear
1106,2015-05-19,600,Sunny
1107,2015-05-19,900,Sunny
1108,2015-05-19,1200,Partly cloudy
1109,2015-05-19,1500,Moderate or heavy rain shower
1110,2015-05-19,1800,Moderate or heavy rain shower
1111,2015-05-19,2100,Clear
1112,2015-05-20,0,Clear
1113,2015-05-20,300,Patchy rain possible
1114,2015-05-20,600,Patchy rain possible
1115,2015-05-20,900,Sunny
1116,2015-05-20,1200,Patchy rain possible
1117,2015-05-20,1500,Light rain shower
1118,2015-05-20,1800,Moderate or heavy rain shower
1119,2015-05-20,2100,Patchy rain possible
1120,2015-05-21,0,Patchy rain possible
1121,2015-05-21,300,Partly cloudy
1122,2015-05-21,600,Sunny
1123,2015-05-21,900,Patchy rain possible
1124,2015-05-21,1200,Light rain shower
1125,2015-05-21,1500,Moderate or heavy rain shower
1126,2015-05-21,1800,Moderate or heavy rain shower
1127,2015-05-21,2100,Moderate or heavy rain shower
1128,2015-05-22,0,Partly cloudy
1129,2015-05-22,300,Light rain shower
1130,2015-05-22,600,Patchy rain possible
1131,2015-05-22,900,Sunny
1132,2015-05-22,1200,Patchy light rain with thunder
1133,2015-05-22,1500,Moderate or heavy rain shower
1134,2015-05-22,1800,Moderate or heavy rain shower
1135,2015-05-22,2100,Patchy rain possible
1136,2015-05-23,0,Patchy rain possible
1137,2015-05-23,300,Patchy rain possible
1138,2015-05-23,600,Patchy rain possible
1139,2015-05-23,900,Sunny
1140,2015-05-23,1200,Partly cloudy
1141,2015-05-23,1500,Partly cloudy
1142,2015-05-23,1800,Partly cloudy
1143,2015-05-23,2100,Partly cloudy
1144,2015-05-24,0,Partly cloudy
1145,2015-05-24,300,Partly cloudy
1146,2015-05-24,600,Partly cloudy
1147,2015-05-24,900,Sunny
1148,2015-05-24,1200,Partly cloudy
1149,2015-05-24,1500,Patchy rain possible
1150,2015-05-24,1800,Patchy rain possible
1151,2015-05-24,2100,Patchy rain possible
1152,2015-05-25,0,Clear
1153,2015-05-25,300,Clear
1154,2015-05-25,600,Sunny
1155,2015-05-25,900,Sunny
1156,2015-05-25,1200,Patchy rain possible
1157,2015-05-25,1500,Patchy rain possible
1158,2015-05-25,1800,Patchy rain possible
1159,2015-05-25,2100,Clear
1160,2015-05-26,0,Clear
1161,2015-05-26,300,Patchy rain possible
1162,2015-05-26,600,Patchy rain possible
1163,2015-05-26,900,Sunny
1164,2015-05-26,1200,Light rain shower
1165,2015-05-26,1500,Light rain shower
1166,2015-05-26,1800,Patchy rain possible
1167,2015-05-26,2100,Partly cloudy
1168,2015-05-27,0,Partly cloudy
1169,2015-05-27,300,Partly cloudy
1170,2015-05-27,600,Sunny
1171,2015-05-27,900,Sunny
1172,2015-05-27,1200,Partly cloudy
1173,2015-05-27,1500,Light rain shower
1174,2015-05-27,1800,Light rain shower
1175,2015-05-27,2100,Light rain shower
1176,2015-05-28,0,Patchy rain possible
1177,2015-05-28,300,Patchy rain possible
1178,2015-05-28,600,Patchy rain possible
1179,2015-05-28,900,Sunny
1180,2015-05-28,1200,Light rain shower
1181,2015-05-28,1500,Moderate or heavy rain shower
1182,2015-05-28,1800,Moderate or heavy rain shower
1183,2015-05-28,2100,Patchy rain possible
1184,2015-05-29,0,Patchy rain possible
1185,2015-05-29,300,Partly cloudy
1186,2015-05-29,600,Partly cloudy
1187,2015-05-29,900,Sunny
1188,2015-05-29,1200,Patchy rain possible
1189,2015-05-29,1500,Moderate or heavy rain shower
1190,2015-05-29,1800,Moderate or heavy rain shower
1191,2015-05-29,2100,Clear
1192,2015-05-30,0,Patchy rain possible
1193,2015-05-30,300,Patchy rain possible
1194,2015-05-30,600,Patchy rain possible
1195,2015-05-30,900,Sunny
1196,2015-05-30,1200,Light rain shower
1197,2015-05-30,1500,Moderate or heavy rain shower
1198,2015-05-30,1800,Patchy rain possible
1199,2015-05-30,2100,Clear
1200,2015-05-31,0,Clear
1201,2015-05-31,300,Clear
1202,2015-05-31,600,Sunny
1203,2015-05-31,900,Sunny
1204,2015-05-31,1200,Partly cloudy
1205,2015-05-31,1500,Light rain shower
1206,2015-05-31,1800,Clear
1207,2015-05-31,2100,Patchy rain possible
1208,2015-06-01,0,Clear
1209,2015-06-01,300,Clear
1210,2015-06-01,600,Sunny
1211,2015-06-01,900,Sunny
1212,2015-06-01,1200,Partly cloudy
1213,2015-06-01,1500,Patchy rain possible
1214,2015-06-01,1800,Moderate or heavy rain shower
1215,2015-06-01,2100,Mist
1216,2015-06-02,0,Light rain shower
1217,2015-06-02,300,Patchy rain possible
1218,2015-06-02,600,Patchy rain possible
1219,2015-06-02,900,Moderate or heavy rain shower
1220,2015-06-02,1200,Partly cloudy
1221,2015-06-02,1500,Moderate or heavy rain shower
1222,2015-06-02,1800,Moderate or heavy rain shower
1223,2015-06-02,2100,Patchy rain possible
1224,2015-06-03,0,Patchy rain possible
1225,2015-06-03,300,Clear
1226,2015-06-03,600,Sunny
1227,2015-06-03,900,Sunny
1228,2015-06-03,1200,Partly cloudy
1229,2015-06-03,1500,Moderate or heavy rain shower
1230,2015-06-03,1800,Moderate or heavy rain shower
1231,2015-06-03,2100,Clear
1232,2015-06-04,0,Clear
1233,2015-06-04,300,Clear
1234,2015-06-04,600,Sunny
1235,2015-06-04,900,Sunny
1236,2015-06-04,1200,Patchy rain possible
1237,2015-06-04,1500,Patchy rain possible
1238,2015-06-04,1800,Partly cloudy
1239,2015-06-04,2100,Mist
1240,2015-06-05,0,Mist
1241,2015-06-05,300,Mist
1242,2015-06-05,600,Sunny
1243,2015-06-05,900,Sunny
1244,2015-06-05,1200,Patchy rain possible
1245,2015-06-05,1500,Patchy rain possible
1246,2015-06-05,1800,Patchy rain possible
1247,2015-06-05,2100,Clear
1248,2015-06-06,0,Clear
1249,2015-06-06,300,Patchy rain possible
1250,2015-06-06,600,Patchy rain possible
1251,2015-06-06,900,Patchy rain possible
1252,2015-06-06,1200,Light rain shower
1253,2015-06-06,1500,Moderate or heavy rain shower
1254,2015-06-06,1800,Moderate or heavy rain shower
1255,2015-06-06,2100,Partly cloudy
1256,2015-06-07,0,Mist
1257,2015-06-07,300,Mist
1258,2015-06-07,600,Partly cloudy
1259,2015-06-07,900,Patchy rain possible
1260,2015-06-07,1200,Light rain shower
1261,2015-06-07,1500,Light rain shower
1262,2015-06-07,1800,Patchy rain possible
1263,2015-06-07,2100,Patchy rain possible
1264,2015-06-08,0,Patchy rain possible
1265,2015-06-08,300,Clear
1266,2015-06-08,600,Sunny
1267,2015-06-08,900,Sunny
1268,2015-06-08,1200,Light rain shower
1269,2015-06-08,1500,Patchy rain possible
1270,2015-06-08,1800,Light rain shower
1271,2015-06-08,2100,Light rain shower
1272,2015-06-09,0,Light rain shower
1273,2015-06-09,300,Clear
1274,2015-06-09,600,Patchy rain possible
1275,2015-06-09,900,Sunny
1276,2015-06-09,1200,Patchy rain possible
1277,2015-06-09,1500,Patchy rain possible
1278,2015-06-09,1800,Moderate or heavy rain shower
1279,2015-06-09,2100,Patchy rain possible
1280,2015-06-10,0,Patchy rain possible
1281,2015-06-10,300,Moderate or heavy rain shower
1282,2015-06-10,600,Moderate or heavy rain shower
1283,2015-06-10,900,Sunny
1284,2015-06-10,1200,Light rain shower
1285,2015-06-10,1500,Moderate or heavy rain shower
1286,2015-06-10,1800,Moderate or heavy rain shower
1287,2015-06-10,2100,Patchy rain possible
1288,2015-06-11,0,Patchy rain possible
1289,2015-06-11,300,Patchy rain possible
1290,2015-06-11,600,Partly cloudy
1291,2015-06-11,900,Patchy rain possible
1292,2015-06-11,1200,Moderate or heavy rain shower
1293,2015-06-11,1500,Moderate or heavy rain shower
1294,2015-06-11,1800,Moderate or heavy rain shower
1295,2015-06-11,2100,Clear
1296,2015-06-12,0,Patchy rain possible
1297,2015-06-12,300,Clear
1298,2015-06-12,600,Patchy rain possible
1299,2015-06-12,900,Patchy rain possible
1300,2015-06-12,1200,Moderate or heavy rain shower
1301,2015-06-12,1500,Patchy rain possible
1302,2015-06-12,1800,Light rain shower
1303,2015-06-12,2100,Partly cloudy
1304,2015-06-13,0,Patchy rain possible
1305,2015-06-13,300,Patchy rain possible
1306,2015-06-13,600,Patchy light drizzle
1307,2015-06-13,900,Partly cloudy
1308,2015-06-13,1200,Patchy rain possible
1309,2015-06-13,1500,Light rain shower
1310,2015-06-13,1800,Moderate or heavy rain shower
1311,2015-06-13,2100,Moderate or heavy rain shower
1312,2015-06-14,0,Moderate or heavy rain shower
1313,2015-06-14,300,Moderate or heavy rain shower
1314,2015-06-14,600,Overcast
1315,2015-06-14,900,Partly cloudy
1316,2015-06-14,1200,Overcast
1317,2015-06-14,1500,Overcast
1318,2015-06-14,1800,Cloudy
1319,2015-06-14,2100,Light rain shower
1320,2015-06-15,0,Patchy rain possible
1321,2015-06-15,300,Patchy rain possible
1322,2015-06-15,600,Partly cloudy
1323,2015-06-15,900,Light rain shower
1324,2015-06-15,1200,Cloudy
1325,2015-06-15,1500,Cloudy
1326,2015-06-15,1800,Cloudy
1327,2015-06-15,2100,Cloudy
1328,2015-06-16,0,Partly cloudy
1329,2015-06-16,300,Patchy rain possible
1330,2015-06-16,600,Patchy rain possible
1331,2015-06-16,900,Partly cloudy
1332,2015-06-16,1200,Partly cloudy
1333,2015-06-16,1500,Partly cloudy
1334,2015-06-16,1800,Partly cloudy
1335,2015-06-16,2100,Clear
1336,2015-06-17,0,Clear
1337,2015-06-17,300,Clear
1338,2015-06-17,600,Sunny
1339,2015-06-17,900,Partly cloudy
1340,2015-06-17,1200,Partly cloudy
1341,2015-06-17,1500,Patchy rain possible
1342,2015-06-17,1800,Patchy rain possible
1343,2015-06-17,2100,Patchy rain possible
1344,2015-06-18,0,Patchy rain possible
1345,2015-06-18,300,Patchy rain possible
1346,2015-06-18,600,Partly cloudy
1347,2015-06-18,900,Cloudy
1348,2015-06-18,1200,Patchy rain possible
1349,2015-06-18,1500,Patchy rain possible
1350,2015-06-18,1800,Patchy rain possible
1351,2015-06-18,2100,Partly cloudy
1352,2015-06-19,0,Partly cloudy
1353,2015-06-19,300,Partly cloudy
1354,2015-06-19,600,Partly cloudy
1355,2015-06-19,900,Sunny
1356,2015-06-19,1200,Patchy rain possible
1357,2015-06-19,1500,Sunny
1358,2015-06-19,1800,Clear
1359,2015-06-19,2100,Clear
1360,2015-06-20,0,Clear
1361,2015-06-20,300,Clear
1362,2015-06-20,600,Sunny
1363,2015-06-20,900,Sunny
1364,2015-06-20,1200,Light rain shower
1365,2015-06-20,1500,Patchy light rain with thunder
1366,2015-06-20,1800,Patchy rain possible
1367,2015-06-20,2100,Clear
1368,2015-06-21,0,Clear
1369,2015-06-21,300,Clear
1370,2015-06-21,600,Sunny
1371,2015-06-21,900,Sunny
1372,2015-06-21,1200,Sunny
1373,2015-06-21,1500,Sunny
1374,2015-06-21,1800,Clear
1375,2015-06-21,2100,Clear
1376,2015-06-22,0,Partly cloudy
1377,2015-06-22,300,Partly cloudy
1378,2015-06-22,600,Partly cloudy
1379,2015-06-22,900,Sunny
1380,2015-06-22,1200,Partly cloudy
1381,2015-06-22,1500,Sunny
1382,2015-06-22,1800,Clear
1383,2015-06-22,2100,Clear
1384,2015-06-23,0,Clear
1385,2015-06-23,300,Patchy rain possible
1386,2015-06-23,600,Patchy rain possible
1387,2015-06-23,900,Sunny
1388,2015-06-23,1200,Sunny
1389,2015-06-23,1500,Sunny
1390,2015-06-23,1800,Clear
1391,2015-06-23,2100,Clear
1392,2015-06-24,0,Clear
1393,2015-06-24,300,Clear
1394,2015-06-24,600,Sunny
1395,2015-06-24,900,Sunny
1396,2015-06-24,1200,Sunny
1397,2015-06-24,1500,Sunny
1398,2015-06-24,1800,Clear
1399,2015-06-24,2100,Clear
1400,2015-06-25,0,Clear
1401,2015-06-25,300,Clear
1402,2015-06-25,600,Sunny
1403,2015-06-25,900,Sunny
1404,2015-06-25,1200,Patchy rain possible
1405,2015-06-25,1500,Patchy rain possible
1406,2015-06-25,1800,Clear
1407,2015-06-25,2100,Clear
1408,2015-06-26,0,Clear
1409,2015-06-26,300,Clear
1410,2015-06-26,600,Sunny
1411,2015-06-26,900,Sunny
1412,2015-06-26,1200,Patchy rain possible
1413,2015-06-26,1500,Patchy rain possible
1414,2015-06-26,1800,Clear
1415,2015-06-26,2100,Clear
1416,2015-06-27,0,Clear
1417,2015-06-27,300,Clear
1418,2015-06-27,600,Sunny
1419,2015-06-27,900,Sunny
1420,2015-06-27,1200,Sunny
1421,2015-06-27,1500,Sunny
1422,2015-06-27,1800,Clear
1423,2015-06-27,2100,Clear
1424,2015-06-28,0,Clear
1425,2015-06-28,300,Clear
1426,2015-06-28,600,Sunny
1427,2015-06-28,900,Sunny
1428,2015-06-28,1200,Light rain shower
1429,2015-06-28,1500,Sunny
1430,2015-06-28,1800,Clear
1431,2015-06-28,2100,Clear
1432,2015-06-29,0,Clear
1433,2015-06-29,300,Clear
1434,2015-06-29,600,Sunny
1435,2015-06-29,900,Sunny
1436,2015-06-29,1200,Sunny
1437,2015-06-29,1500,Patchy rain possible
1438,2015-06-29,1800,Clear
1439,2015-06-29,2100,Clear
1440,2015-06-30,0,Clear
1441,2015-06-30,300,Clear
1442,2015-06-30,600,Sunny
1443,2015-06-30,900,Sunny
1444,2015-06-30,1200,Cloudy
1445,2015-06-30,1500,Sunny
1446,2015-06-30,1800,Clear
1447,2015-06-30,2100,Clear
1448,2015-07-01,0,Clear
1449,2015-07-01,300,Clear
1450,2015-07-01,600,Sunny
1451,2015-07-01,900,Sunny
1452,2015-07-01,1200,Partly cloudy
1453,2015-07-01,1500,Sunny
1454,2015-07-01,1800,Clear
1455,2015-07-01,2100,Clear
