Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,weather,Day,Month,Year
27/11/2015,Evening,chinese,male,thin,29.0,no,no_kids,small,purple,casual,grey,short_sleeve,brown,short,blankets,5,9,yes,37.0,2.0,10.0,2.930393947,101.7376661,1.0,,Friday,November,2015
27/11/2015,Evening,indian,male,moderate,29.0,no,no_kids,big,purple,casual,white,short_sleeve,black,short,blankets,5,9,no,31.0,2.0,11.0,2.942809672,101.7122863,1.0,,Friday,November,2015
27/11/2015,Evening,foreigner ,female,moderate,47.0,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,5,8,no,52.0,3.0,21.0,2.96520119,101.6809331,3.0,,Friday,November,2015
27/11/2015,Evening,indian,male,fat,40.0,yes,toddler,big,blue,formal,black,short_sleeve,black,long,clothes,6,7,no,48.0,4.0,21.0,2.903282637,101.6623277,2.0,,Friday,November,2015
27/11/2015,Evening,chinese,female,moderate,39.320760068065795,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,3,7,no,45.0,3.0,8.0,2.960092352,101.7354836,2.0,,Friday,November,2015
27/11/2015,Evening,indian,female,fat,44.0,yes,young,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,6,7,no,30.0,5.0,21.0,2.927732002,101.6633547,1.0,,Friday,November,2015
27/11/2015,Evening,chinese,male,thin,39.320760068065795,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,8,no,50.0,0.0,13.0,2.967810624,101.6701283,2.0,,Friday,November,2015
27/11/2015,Evening,foreigner ,female,moderate,28.0,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,4,8,no,14.0,3.0,21.0,2.948767186,101.6617312,3.0,,Friday,November,2015
27/11/2015,Evening,foreigner ,female,moderate,34.0,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,5,10,no,24.0,5.0,21.0,2.9099944,101.6879469,3.0,,Friday,November,2015
27/11/2015,Evening,indian,female,thin,39.320760068065795,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,24.0,4.0,13.0,2.967721557,101.7018784,1.0,,Friday,November,2015
27/11/2015,Evening,chinese,male,thin,43.0,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,5,9,no,25.0,4.0,10.0,2.917751933,101.7094477,3.0,,Friday,November,2015
28/11/2015,Night,chinese,female,moderate,29.0,no,no_kids,big,white,casual,red,short_sleeve,black,long,blankets,3,7,no,32.0,4.0,11.0,2.956889006,101.6665313,1.0,,Saturday,November,2015
28/11/2015,Night,indian,female,moderate,30.0,no,no_kids,big,green,casual,red,short_sleeve,black,short,clothes,3,9,no,44.0,1.0,10.0,2.942259727,101.7093912,2.0,,Saturday,November,2015
28/11/2015,Night,indian,female,moderate,46.0,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,9,no,37.0,1.0,19.0,2.914361418,101.7428715,2.0,,Saturday,November,2015
28/11/2015,Night,chinese,male,fat,55.0,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,9,no,31.0,3.0,9.0,2.916405284,101.6858747,2.0,,Saturday,November,2015
28/11/2015,Night,indian,female,fat,43.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,3,9,no,12.0,5.0,21.0,2.914746155,101.6296772,1.0,,Saturday,November,2015
28/11/2015,Night,indian,female,thin,29.0,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,9,no,36.0,4.0,19.0,2.919783756,101.6763122,2.0,,Saturday,November,2015
28/11/2015,Night,chinese,male,thin,42.0,no,no_kids,big,purple,casual,red,short_sleeve,white,short,blankets,6,8,no,47.0,1.0,12.0,2.933301166,101.7336638,2.0,,Saturday,November,2015
28/11/2015,Night,chinese,male,thin,55.0,yes,toddler,small,yellow,casual,black,short_sleeve,black,long,clothes,4,9,no,51.0,5.0,21.0,2.94760833,101.6800209,3.0,,Saturday,November,2015
28/11/2015,Night,indian,male,thin,40.0,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,clothes,6,10,no,51.0,3.0,16.0,2.972251655,101.7013543,2.0,,Saturday,November,2015
28/11/2015,Night,malay,female,fat,36.0,no,no_kids,small,yellow,casual,purple,long sleeve,green,long,clothes,3,9,no,48.0,1.0,7.0,2.925714304,101.7105016,2.0,,Saturday,November,2015
28/11/2015,Night,indian,male,thin,37.0,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,9,no,58.0,1.0,8.0,2.937817507,101.7330304,3.0,,Saturday,November,2015
28/11/2015,Night,indian,male,moderate,39.320760068065795,no,no_kids,big,white,casual,purple,short_sleeve,blue_jeans,long,blankets,6,8,yes,19.0,4.0,21.0,2.965852565,101.6720597,3.0,,Saturday,November,2015
28/11/2015,Night,chinese,female,thin,36.0,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,3,8,no,60.0,5.0,15.0,2.942478632,101.6600064,3.0,,Saturday,November,2015
28/11/2015,Night,malay,male,thin,48.0,no,no_kids,small,white,casual,black,short_sleeve,black,long,clothes,4,9,no,13.0,2.0,16.0,2.946975985,101.7462232,3.0,,Saturday,November,2015
28/11/2015,Night,chinese,male,moderate,35.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,3,10,no,39.0,0.0,10.0,2.96138144,101.6719481,3.0,,Saturday,November,2015
28/11/2015,Night,indian,female,fat,53.0,no,no_kids,big,blue,casual,red,short_sleeve,white,long,clothes,5,10,no,49.0,2.0,8.0,2.930395202,101.6632823,1.0,,Saturday,November,2015
28/11/2015,Night,chinese,female,moderate,44.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,32.0,5.0,15.0,2.925271717,101.6866045,1.0,,Saturday,November,2015
28/11/2015,Night,foreigner ,male,fat,42.0,no,no_kids,big,red,casual,red,short_sleeve,black,long,blankets,6,7,no,40.0,5.0,9.0,2.938944098,101.6294406,2.0,,Saturday,November,2015
28/11/2015,Night,chinese,female,moderate,37.0,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,6,7,no,29.0,4.0,10.0,2.905204264,101.6404512,1.0,,Saturday,November,2015
28/11/2015,Night,indian,female,moderate,49.0,no,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,3,9,no,31.0,0.0,14.0,2.932567874,101.7152646,3.0,,Saturday,November,2015
28/11/2015,Night,indian,female,moderate,43.0,no,no_kids,big,white,formal,green,short_sleeve,black,long,clothes,4,10,no,54.0,2.0,19.0,2.921952289,101.6647757,1.0,,Saturday,November,2015
28/11/2015,Night,chinese,male,thin,42.0,no,no_kids,big,red,casual,black,long sleeve,blue_jeans,long,clothes,4,8,no,38.0,0.0,10.0,2.924511937,101.732014,1.0,,Saturday,November,2015
28/11/2015,Night,indian,male,thin,54.0,no,no_kids,big,white,casual,blue,short_sleeve,blue_jeans,long,blankets,5,7,no,30.0,0.0,7.0,2.918959965,101.695205,2.0,,Saturday,November,2015
28/11/2015,Night,indian,male,moderate,49.0,no,no_kids,big,green,casual,blue,short_sleeve,black,short,clothes,6,10,no,14.0,2.0,7.0,2.973086349,101.7149104,3.0,,Saturday,November,2015
28/11/2015,Morning,chinese,male,fat,53.0,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,6,10,no,57.0,5.0,18.0,2.969867763,101.6727939,1.0,,Saturday,November,2015
28/11/2015,Morning,indian,male,fat,38.0,yes,young,big,red,casual,brown,short_sleeve,blue_jeans,long,clothes,3,10,no,13.0,4.0,15.0,2.952667786,101.6374642,1.0,,Saturday,November,2015
28/11/2015,Morning,indian,male,fat,28.0,no,no_kids,small,yellow,casual,yellow,short_sleeve,blue_jeans,long,clothes,3,7,no,49.0,1.0,21.0,2.965767621,101.6398911,2.0,,Saturday,November,2015
28/11/2015,Morning,indian,male,fat,30.0,no,no_kids,big,red,casual,white,short_sleeve,grey,long,clothes,4,7,yes,29.0,2.0,9.0,2.929229927,101.6928441,3.0,,Saturday,November,2015
28/11/2015,Morning,chinese,male,moderate,55.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,blankets,4,8,no,13.0,5.0,13.0,2.921581535,101.7055129,2.0,,Saturday,November,2015
28/11/2015,Morning,foreigner ,male,fat,42.0,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,5,7,no,12.0,5.0,19.0,2.927915945,101.6932603,3.0,,Saturday,November,2015
28/11/2015,Morning,foreigner ,male,moderate,33.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,3,7,no,39.0,2.0,7.0,2.959954328,101.7246681,3.0,,Saturday,November,2015
28/11/2015,Morning,chinese,male,fat,36.0,yes,young,big,orange,casual,white,short_sleeve,blue,short,clothes,3,8,yes,57.0,5.0,15.0,2.95310346,101.6927764,2.0,,Saturday,November,2015
28/11/2015,Morning,malay,female,fat,38.0,yes,toddler,big,red,casual,red,short_sleeve,grey,long,clothes,3,8,no,43.0,4.0,16.0,2.950237161,101.6387785,1.0,,Saturday,November,2015
28/11/2015,Morning,malay,female,moderate,39.320760068065795,no,no_kids,big,black,casual,grey,long sleeve,blue ,long,clothes,5,7,no,48.0,0.0,13.0,2.936112039,101.7305357,3.0,,Saturday,November,2015
28/11/2015,Morning,chinese,male,moderate,38.0,no,no_kids,small,red,casual,grey,short_sleeve,black,long,clothes,6,8,no,53.0,4.0,10.0,2.945627995,101.7402113,1.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,36.0,no,no_kids,big,green,casual,white,short_sleeve,grey,long,clothes,6,10,no,29.0,5.0,13.0,2.921483673,101.6398965,2.0,,Saturday,November,2015
28/11/2015,Morning,chinese,female,thin,53.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,blankets,6,7,yes,19.0,5.0,10.0,2.957852455,101.6589347,1.0,,Saturday,November,2015
28/11/2015,Morning,malay,female,fat,39.320760068065795,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,6,9,no,43.0,3.0,8.0,2.940828808,101.7247489,2.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,37.0,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,9,no,22.0,5.0,21.0,2.971401724,101.6875194,1.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,43.0,yes,baby,big,white,casual,white,short_sleeve,brown,short,clothes,3,9,no,13.0,3.0,13.0,2.922645674,101.6643563,2.0,,Saturday,November,2015
28/11/2015,Morning,chinese,female,fat,48.0,yes,toddler,big,red,casual,red,short_sleeve,green,short,clothes,6,8,no,55.0,4.0,7.0,2.955160058,101.6803372,1.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,37.0,yes,young,small,white,casual,purple,short_sleeve,black,long,clothes,4,8,no,53.0,5.0,12.0,2.932437877,101.6309001,3.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,52.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,7,no,38.0,1.0,12.0,2.92449831,101.7305641,1.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,fat,39.0,no,no_kids,big,white,traditional,white,short_sleeve,black,long,blankets,4,8,no,37.0,0.0,10.0,2.959347135,101.7170518,2.0,,Saturday,November,2015
28/11/2015,Morning,chinese,female,moderate,38.0,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,blankets,3,7,no,56.0,2.0,19.0,2.904763127,101.6316718,1.0,,Saturday,November,2015
28/11/2015,Morning,chinese,female,fat,42.0,no,no_kids,small,blue,casual,brown,long sleeve,black,long,clothes,6,7,no,13.0,1.0,8.0,2.924931051,101.6847688,3.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,41.0,no,no_kids,small,white,casual,white,short_sleeve,black,long,blankets,3,10,no,39.0,1.0,11.0,2.966777948,101.6741101,3.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,47.0,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,4,7,no,46.0,3.0,15.0,2.923326498,101.6962434,1.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,29.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,3,7,no,29.0,3.0,7.0,2.967124392,101.7161176,2.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,fat,46.0,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,5,10,no,18.0,1.0,14.0,2.963065577,101.6500891,3.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,fat,36.0,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,5,10,no,31.0,5.0,11.0,2.91193509,101.6930298,2.0,,Saturday,November,2015
28/11/2015,Morning,chinese,female,moderate,34.0,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,4,7,no,38.0,2.0,15.0,2.951923534,101.7417901,1.0,,Saturday,November,2015
28/11/2015,Morning,chinese,female,moderate,51.0,no,no_kids,small,green,casual,red,short_sleeve,black,long,blankets,4,7,no,47.0,2.0,10.0,2.929132654,101.6695923,3.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,51.0,yes,young,big,red,casual,white,short_sleeve,black,short,clothes,3,7,no,25.0,5.0,9.0,2.93922722,101.7097454,3.0,,Saturday,November,2015
28/11/2015,Morning,chinese,female,moderate,33.0,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,blankets,3,7,no,17.0,2.0,18.0,2.929746815,101.7307794,2.0,,Saturday,November,2015
28/11/2015,Morning,chinese,female,fat,46.0,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,5,7,no,25.0,0.0,7.0,2.915943763,101.665955,1.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,fat,45.0,no,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,10,no,40.0,0.0,11.0,2.957260875,101.6683007,3.0,,Saturday,November,2015
28/11/2015,Morning,indian,female,moderate,45.0,no,no_kids,big,green,casual,blue,short_sleeve,blue_jeans,short,clothes,5,9,yes,48.0,0.0,21.0,2.949879983,101.6626198,3.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,thin,50.0,yes,young,small,white,casual,white,short_sleeve,black,short,blankets,5,7,no,45.0,5.0,13.0,2.916232551,101.6641547,2.0,,Saturday,November,2015
28/11/2015,Afternoon,malay,female,moderate,37.0,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,5,8,no,34.0,1.0,15.0,2.965186824,101.6831585,1.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,moderate,40.0,yes,young,big,black,casual,black,short_sleeve,black,short,clothes,3,9,yes,44.0,4.0,14.0,2.918912231,101.6666117,1.0,,Saturday,November,2015
28/11/2015,Afternoon,foreigner ,female,thin,44.0,yes,baby,big,white,formal,white,long sleeve,black,long,clothes,3,7,yes,48.0,2.0,21.0,2.90333921,101.718155,1.0,,Saturday,November,2015
28/11/2015,Afternoon,malay,female,fat,52.0,no,no_kids,big,red,formal,red,short_sleeve,black,long,clothes,6,8,no,57.0,5.0,10.0,2.918930577,101.6994197,3.0,,Saturday,November,2015
28/11/2015,Afternoon,chinese,male,moderate,49.0,no,no_kids,big,white,casual,white,short_sleeve,black,short,clothes,6,8,yes,18.0,3.0,17.0,2.916256362,101.6290349,1.0,,Saturday,November,2015
28/11/2015,Afternoon,malay,female,fat,46.0,no,no_kids,big,black,casual,orange,long sleeve,white,long,clothes,6,9,no,35.0,4.0,14.0,2.921514148,101.688213,1.0,,Saturday,November,2015
28/11/2015,Afternoon,chinese,male,fat,39.320760068065795,no,no_kids,big,blue,casual,white,short_sleeve,black,short,clothes,3,9,yes,60.0,5.0,16.0,2.931629399,101.6633854,3.0,,Saturday,November,2015
28/11/2015,Afternoon,chinese,female,moderate,52.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,short,clothes,4,7,no,19.0,1.0,19.0,2.968009855,101.722093,1.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,fat,55.0,no,no_kids,small,white,traditional,red,short_sleeve,black,long,clothes,5,9,no,26.0,2.0,11.0,2.956438008,101.6908981,2.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,fat,39.320760068065795,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,8,no,38.0,3.0,14.0,2.96084098,101.6828673,3.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,fat,41.0,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,4,7,no,20.0,1.0,10.0,2.935683436,101.6870614,1.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,moderate,44.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,36.0,3.0,9.0,2.919716262,101.7380717,1.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,moderate,29.0,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,10,no,48.0,4.0,13.0,2.90410938,101.744252,2.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,moderate,32.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,10,no,29.0,2.0,11.0,2.912415375,101.7295008,3.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,moderate,55.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,11.0,4.0,19.0,2.957823618,101.7397833,3.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,moderate,53.0,yes,no_kids,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,10,no,46.0,2.0,8.0,2.957241351,101.6677904,2.0,,Saturday,November,2015
28/11/2015,Afternoon,indian,female,fat,35.0,yes,young,small,black,casual,white,short_sleeve,black,short,clothes,5,9,yes,55.0,0.0,10.0,2.9193668,101.6732867,1.0,,Saturday,November,2015
28/11/2015,Afternoon,foreigner ,female,moderate,39.320760068065795,yes,young,big,blue,casual,pink,long sleeve,black,long,clothes,3,10,no,19.0,0.0,18.0,2.917350483,101.7138555,3.0,,Saturday,November,2015
28/11/2015,Afternoon,chinese,male,moderate,54.0,no,no_kids,big,red,casual,yellow,short_sleeve,black,long,clothes,4,8,yes,32.0,2.0,20.0,2.960956877,101.705177,2.0,,Saturday,November,2015
28/11/2015,Evening,foreigner ,male,fat,54.0,no,no_kids,big,red,formal,blue,long sleeve,black,long,blankets,4,10,no,42.0,3.0,21.0,2.916161793,101.6329052,1.0,,Saturday,November,2015
28/11/2015,Evening,chinese,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,9,yes,12.0,1.0,8.0,2.917113839,101.6721468,1.0,,Saturday,November,2015
28/11/2015,Evening,foreigner ,male,fat,37.0,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,5,9,no,36.0,2.0,12.0,2.941018669,101.7035725,1.0,,Saturday,November,2015
28/11/2015,Evening,foreigner ,male,fat,28.0,no,no_kids,big,white,traditional,grey,long sleeve,grey,long,clothes,4,7,no,40.0,2.0,14.0,2.93648461,101.7437368,3.0,,Saturday,November,2015
28/11/2015,Evening,indian,male,fat,38.0,yes,young,big,purple,casual,red,short_sleeve,black,long,blankets,6,10,yes,56.0,0.0,14.0,2.966765123,101.6565403,1.0,,Saturday,November,2015
28/11/2015,Evening,chinese,male,moderate,37.0,no,no_kids,big,red,casual,white,short_sleeve,blue,short,clothes,3,10,yes,57.0,1.0,21.0,2.918093308,101.7189174,3.0,,Saturday,November,2015
28/11/2015,Evening,foreigner ,male,fat,55.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,6,7,no,51.0,3.0,10.0,2.937165184,101.7462031,1.0,,Saturday,November,2015
28/11/2015,Evening,indian,female,fat,47.0,no,no_kids,big,white,formal,white,long sleeve,black,long,blankets,6,8,yes,21.0,1.0,20.0,2.9443521,101.7380468,2.0,,Saturday,November,2015
28/11/2015,Evening,chinese,female,moderate,53.0,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,5,8,no,33.0,0.0,11.0,2.951017612,101.6778879,2.0,,Saturday,November,2015
28/11/2015,Evening,indian,female,moderate,40.0,no,no_kids,big,white,casual,brown,long sleeve,black,long,blankets,6,7,yes,40.0,4.0,11.0,2.96161758,101.6793631,3.0,,Saturday,November,2015
28/11/2015,Evening,chinese,male,fat,48.0,no,no_kids,big,pink,casual,white,short_sleeve,black,short,clothes,5,7,no,38.0,0.0,18.0,2.953016497,101.6956509,1.0,,Saturday,November,2015
28/11/2015,Evening,chinese,female,moderate,29.0,no,no_kids,big,blue,casual,grey,long sleeve,blue,long,clothes,4,10,no,60.0,1.0,7.0,2.911532141,101.7136628,1.0,,Saturday,November,2015
28/11/2015,Evening,indian,male,fat,39.0,no,no_kids,big,pink,casual,black,short_sleeve,blue_jeans,long,clothes,5,7,no,39.0,2.0,16.0,2.952553114,101.6422005,1.0,,Saturday,November,2015
28/11/2015,Evening,indian,male,fat,46.0,no,no_kids,big,pink,casual,white,short_sleeve,white,short,clothes,5,8,no,41.0,4.0,20.0,2.942448724,101.6682981,1.0,,Saturday,November,2015
28/11/2015,Evening,indian,male,moderate,53.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,clothes,6,10,no,18.0,1.0,11.0,2.935239996,101.6786346,1.0,,Saturday,November,2015
28/11/2015,Evening,indian,male,moderate,55.0,no,no_kids,big,white,formal,blue,short_sleeve,black,long,clothes,6,8,no,18.0,5.0,18.0,2.962770274,101.631379,1.0,,Saturday,November,2015
28/11/2015,Evening,indian,male,moderate,38.0,no,no_kids,big,green,casual,white,short_sleeve,brown,long,clothes,3,9,no,31.0,2.0,11.0,2.933335195,101.72351,3.0,,Saturday,November,2015
28/11/2015,Evening,indian,male,fat,41.0,no,no_kids,small,white,casual,red,short_sleeve,black,short,clothes,3,7,no,46.0,5.0,8.0,2.910158031,101.6554901,3.0,,Saturday,November,2015
28/11/2015,Evening,indian,male,fat,35.0,no,no_kids,big,black,casual,green,short_sleeve,grey,long,clothes,4,8,no,42.0,1.0,20.0,2.94252653,101.6488364,1.0,,Saturday,November,2015
28/11/2015,Evening,indian,female,thin,44.0,no,no_kids,big,red,casual,grey,short_sleeve,white,short,clothes,5,9,no,27.0,3.0,11.0,2.958719478,101.6452496,3.0,,Saturday,November,2015
29/11/2015,Night,indian,male,fat,34.0,yes,young,big,white,casual,blue,short_sleeve,black,long,blankets,3,7,no,35.57337788916736,3.0,19.0,2.928971004,101.6655649,3.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,40.0,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,5,7,no,51.0,2.0,21.0,2.922637325,101.667031,1.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,51.0,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,6,7,no,26.0,4.0,20.0,2.957438106,101.7368256,1.0,,Sunday,November,2015
29/11/2015,Night,foreigner ,female,moderate,37.0,no,young,big,blue,casual,pink,long sleeve,black,long,clothes,5,10,no,35.57337788916736,3.0,21.0,2.946010678,101.6409426,1.0,,Sunday,November,2015
29/11/2015,Night,chinese,male,thin,43.0,no,toddler,big,red,casual,white,short_sleeve,white,short,clothes,5,9,yes,35.57337788916736,3.0,8.0,2.94102695,101.7029627,3.0,,Sunday,November,2015
29/11/2015,Night,chinese,male,fat,53.0,no,no_kids,big,red,casual,blue,short_sleeve,green,short,clothes,3,9,yes,32.0,1.0,16.0,2.925112052,101.7267215,2.0,,Sunday,November,2015
29/11/2015,Night,chinese,male,fat,43.0,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,57.0,0.0,16.0,2.957848499,101.6967363,1.0,,Sunday,November,2015
29/11/2015,Night,foreigner ,male,thin,44.0,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,7,no,27.0,0.0,13.0,2.913288621,101.7112219,1.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,39.320760068065795,no,no_kids,big,white,casual,white,short_sleeve,black,short,clothes,6,10,no,12.0,3.0,7.0,2.965771246,101.6581466,2.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,38.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no,34.0,2.0,8.0,2.970201418,101.7199936,2.0,,Sunday,November,2015
29/11/2015,Night,foreigner ,male,fat,46.0,no,no_kids,big,white,casual,white,short_sleeve,black,short,blankets,3,7,no,15.0,0.0,16.0,2.924151618,101.7016625,2.0,,Sunday,November,2015
29/11/2015,Night,chinese,male,fat,50.0,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,10,yes,35.57337788916736,1.0,7.0,2.924678055,101.6402722,1.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,47.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no,40.0,2.0,16.0,2.960791108,101.7074753,1.0,,Sunday,November,2015
29/11/2015,Night,foreigner ,male,moderate,29.0,no,no_kids,big,white,formal,green,short_sleeve,black,short,clothes,3,7,no,35.57337788916736,0.0,19.0,2.929541327,101.7324927,2.0,,Sunday,November,2015
29/11/2015,Night,chinese,male,fat,39.320760068065795,no,no_kids,big,pink,formal,yellow,short_sleeve,black,short,clothes,5,9,no,35.0,0.0,11.0,2.91456785,101.6341533,2.0,,Sunday,November,2015
29/11/2015,Night,chinese,male,moderate,39.320760068065795,yes,toddler,big,red,casual,white,short_sleeve,white,short,clothes,5,9,yes,17.0,0.0,10.0,2.916515631,101.658156,3.0,,Sunday,November,2015
29/11/2015,Night,foreigner ,male,thin,39.0,no,no_kids,small,brown,formal,grey,short_sleeve,brown,short,clothes,5,10,no,12.0,5.0,20.0,2.942797402,101.703617,2.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,49.0,no,no_kids,small,white,formal,white,short_sleeve,red,short,clothes,6,7,no,35.57337788916736,4.0,19.0,2.911918124,101.7009079,3.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,36.0,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no,21.0,1.0,0.0,2.919956993,101.6684252,1.0,,Sunday,November,2015
29/11/2015,Night,foreigner ,male,fat,54.0,no,no_kids,big,white,formal,orange,short_sleeve,brown,short,blankets,3,7,no,39.0,5.0,19.0,2.931741434,101.642257,3.0,,Sunday,November,2015
29/11/2015,Night,chinese,male,fat,47.0,no,no_kids,small,blue,formal,white,short_sleeve,black,short,clothes,3,8,yes,39.0,1.0,19.0,2.970509719,101.7440182,1.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,34.0,no,no_kids,small,white,casual,white,short_sleeve,red,short,clothes,6,9,no,58.0,3.0,21.0,2.93427138,101.6590206,1.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,39.320760068065795,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no,38.0,3.0,21.0,2.970195022,101.7255416,2.0,,Sunday,November,2015
29/11/2015,Night,foreigner ,male,fat,50.0,no,no_kids,big,white,casual,green,short_sleeve,black,short,clothes,3,8,no,17.0,5.0,19.0,2.953802122,101.6832687,2.0,,Sunday,November,2015
29/11/2015,Night,chinese,male,fat,38.0,no,no_kids,small,pink,casual,yellow,short_sleeve,black,short,blankets,5,8,no,43.0,1.0,15.0,2.931863638,101.7209484,1.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,42.0,no,baby,big,white,casual,white,short_sleeve,red,short,blankets,6,10,no,32.0,4.0,19.0,2.942748198,101.7129786,3.0,,Sunday,November,2015
29/11/2015,Night,chinese,female,moderate,47.0,yes,baby,big,white,formal,white,short_sleeve,black,short,blankets,6,10,no,36.0,2.0,7.0,2.909727641,101.6732785,1.0,,Sunday,November,2015
