Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets
2016-01-13,06:03:40,indian,female,fat,55.0,no,young,,white,,pink,short_sleeve,,long,blankets,3,7,no,3.1365246067460575,101.73000872711583,3.0
2016-01-25,17:51:29,,male,thin,52.0,yes,toddler ,big,black,traditional,red,long sleeve,yellow,long,blankets,3,9,no,3.1517644140799175,101.73499469133014,2.0
2015-12-19,16:36:04,malay,male,thin,26.0,yes,baby,big,green,,blue,long sleeve,pink,long,blankets,4,9,no,3.1228966782277645,101.72270880140874,1.0
2016-01-15,08:42:11,chinese,male,fat,28.0,no,no_kids,big,red,formal,pink,long sleeve,pink,long,,4,8,yes,3.1210573990549406,101.78100936209933,3.0
2016-02-26,17:00:14,foreigner ,male,moderate,32.0,yes,toddler,big,grey,casual,,,red,long,blankets,4,10,no,3.1933212234886037,101.70790375651362,2.0
2016-02-04,00:28:59,,female,fat,37.0,no,young,,white,traditional,green,,red,long,blankets,6,10,yes,3.168259162974287,101.75741243553205,3.0
2016-02-09,00:26:09,,female,thin,30.0,no,toddler,small,red,casual,,long sleeve,black ,short,,3,8,,3.1565868921022315,101.70205878593673,3.0
2016-01-23,10:02:13,chinese,female,moderate,32.0,yes,toddler,big,purple,casual,red,short_sleeve,white,long,blankets,5,7,yes,3.116632846320658,101.76523736777081,2.0
2016-01-18,02:34:01,foreigner ,male,thin,28.0,no,toddler ,small,red,,white,short_sleeve,red,long,clothes,5,8,no,3.141481886774894,101.70126557643461,3.0
2016-01-29,15:40:43,malay,male,moderate,26.0,yes,toddler,,green,formal,black ,long sleeve,green,short,clothes,6,9,no,3.144913739145733,101.774245854292,1.0
2016-02-19,01:15:22,indian,male,moderate,33.0,no,no_kids,small,black,formal,green,short_sleeve,pink,long,blankets,6,8,,3.1842408339343446,101.77874744631406,2.0
2015-12-27,00:24:53,malay,male,moderate,57.0,yes,young,big,grey,formal,,long sleeve,blue ,short,blankets,4,9,no,3.145005023939016,101.74051232653102,3.0
2016-01-05,09:53:34,indian,male,moderate,,no,young,big,white,traditional,purple,long sleeve,brown,long,,5,7,no,3.1133797391406417,101.77586439942351,
2016-01-28,06:40:17,malay,female,fat,20.0,no,young,small,purple,traditional,purple,long sleeve,,short,clothes,4,8,yes,3.175461020403967,101.77564271636493,
2016-01-19,20:28:41,foreigner ,female,fat,33.0,yes,toddler ,small,,casual,red,long sleeve,black,short,,4,7,no,3.111323485625819,101.70782158652581,3.0
2016-02-12,10:44:40,foreigner ,female,fat,24.0,yes,no_kids,big,purple,,black ,short_sleeve,grey,short,blankets,5,9,no,3.1641277146660753,101.7800340508435,2.0
2016-01-14,16:55:29,foreigner ,male,,54.0,no,young,big,pink,casual,orange,short_sleeve,blue,short,,6,7,yes,3.188505013280899,101.74597434484332,2.0
2015-12-14,10:31:05,indian,female,fat,48.0,yes,toddler,big,,casual,orange,,brown,long,blankets,3,9,yes,3.15783145718556,101.70907745815788,
2016-02-09,10:25:41,indian,female,fat,22.0,no,toddler ,small,,formal,white,,,long,blankets,4,10,no,3.1168377903597677,101.74678212582226,3.0
2016-01-08,22:30:16,malay,,thin,28.0,no,baby,small,green,traditional,white,short_sleeve,,short,,5,7,no,3.184503305206975,101.74203338768747,2.0
2016-01-09,07:45:59,malay,female,fat,57.0,yes,no_kids,small,red,traditional,green,long sleeve,blue ,long,,6,9,no,3.1523111003303406,101.70406887787927,1.0
2015-12-09,04:49:17,indian,male,thin,,no,no_kids,big,purple,traditional,white,short_sleeve,orange,short,blankets,6,7,no,3.193877881793642,101.74276747133554,3.0
2015-12-14,14:55:16,foreigner ,female,thin,42.0,yes,baby,small,brown,casual,grey,long sleeve,blue  ,long,clothes,5,9,yes,3.1039840305149826,101.72917473553245,1.0
2015-12-08,05:46:09,malay,female,thin,47.0,no,toddler,small,red,casual,pink,long sleeve,black,long,clothes,5,7,no,3.1434376556344055,101.71141883144247,3.0
2016-02-19,15:55:24,chinese,female,moderate,38.0,,toddler,big,blue,traditional,brown,short_sleeve,white,short,blankets,3,10,no,3.1080492730954474,101.7802772599071,2.0
2015-12-23,03:55:16,malay,female,moderate,24.0,yes,baby,small,white,formal,black ,short_sleeve,yellow,short,clothes,6,8,no,3.183585093424083,101.7099827989181,2.0
2016-02-18,18:12:19,malay,male,moderate,40.0,no,baby,small,yellow,formal,blue,,blue  ,long,,3,7,no,3.1172524146652076,101.7554479381855,1.0
2016-02-28,03:22:33,indian,male,thin,60.0,no,baby,small,purple,,red,,,short,blankets,6,8,no,3.11510177346093,101.6993341963129,2.0
2015-12-09,05:58:02,malay,male,,19.0,no,no_kids,small,grey,traditional,yellow,short_sleeve,red,short,blankets,5,8,no,3.1644372198297863,101.71625198507746,2.0
2015-12-07,14:57:02,malay,male,moderate,48.0,,no_kids,small,white,casual,black ,long sleeve,,short,clothes,3,7,,3.122388408552675,101.72429992647518,1.0
2016-02-20,19:06:01,indian,female,moderate,30.0,,baby,big,yellow,traditional,red,long sleeve,black,long,clothes,3,8,no,3.1031010288000442,101.71116822826619,2.0
2016-02-10,14:26:20,foreigner ,female,,44.0,yes,toddler,small,red,casual,red,long sleeve,pink,short,clothes,4,9,no,3.1022678170662052,101.78484738474347,2.0
2016-02-23,08:41:14,chinese,male,thin,31.0,yes,toddler ,small,white,formal,white,,orange,long,blankets,4,10,no,3.1673022053205764,101.78241892310763,3.0
2016-02-28,11:07:21,foreigner ,male,thin,26.0,no,toddler ,,white,formal,green,short_sleeve,red,long,blankets,4,8,yes,3.1499454363201798,101.7284694644206,
2016-02-05,18:05:07,malay,female,thin,52.0,yes,young,big,orange,traditional,purple,long sleeve,purple,short,blankets,4,10,yes,3.1043926537392164,101.74196399335437,2.0
2016-01-30,18:16:42,malay,female,thin,40.0,no,baby,small,pink,casual,grey,long sleeve,brown,short,clothes,3,7,,3.1412127452341676,101.76801576719248,3.0
2015-12-17,10:58:42,indian,female,fat,49.0,yes,toddler ,big,purple,,red,long sleeve,blue_jeans,short,clothes,5,9,no,3.1451287477065795,101.7164089238508,1.0
2016-01-26,00:38:38,malay,male,thin,37.0,no,young,small,grey,formal,black,short_sleeve,blue,short,blankets,5,8,no,3.1770628631609252,101.7122516088087,
2015-12-24,12:23:04,indian,male,moderate,39.0,yes,toddler ,small,red,traditional,green,short_sleeve,yellow,short,clothes,4,10,yes,3.145181778481989,101.70291141763344,3.0
2015-12-25,22:18:15,chinese,male,fat,51.0,no,toddler,big,black,traditional,black,short_sleeve,,long,clothes,3,9,no,3.1273308163506206,101.758662303663,2.0
2015-12-05,15:08:51,indian,male,fat,42.0,,young,big,purple,traditional,brown,long sleeve,red,long,clothes,4,9,,3.1015743789881256,101.74564204906684,1.0
2016-01-19,19:47:44,chinese,female,moderate,42.0,no,young,small,purple,traditional,blue,short_sleeve,blue_jeans,short,clothes,5,8,yes,3.146290964100596,101.77969780580436,1.0
2016-02-26,19:38:33,malay,,thin,46.0,yes,toddler,big,pink,,grey,long sleeve,blue ,long,blankets,4,7,no,3.138221161490042,101.70608971948863,
2015-12-31,19:26:06,foreigner ,male,,32.0,no,toddler,big,,traditional,black,long sleeve,grey,long,blankets,6,8,no,3.102382231641014,101.72356227309103,3.0
2016-01-24,07:26:19,malay,female,fat,30.0,yes,no_kids,big,yellow,traditional,pink,short_sleeve,orange,short,clothes,4,9,,3.175360088046264,101.72174641144827,1.0
2015-12-26,19:20:50,chinese,female,moderate,49.0,no,toddler ,big,yellow,formal,red,long sleeve,pink,long,clothes,3,9,no,3.1541797603115795,101.70609244815154,
2015-12-21,03:00:43,indian,female,moderate,23.0,yes,young,big,black,formal,blue,,blue ,long,clothes,4,9,no,3.108663768354646,101.753991593585,
2016-01-27,03:35:51,foreigner ,female,,51.0,no,toddler ,big,brown,casual,pink,short_sleeve,pink,short,clothes,5,10,no,3.0970405078102363,101.76253042158979,1.0
2015-12-24,10:01:33,chinese,male,fat,23.0,yes,no_kids,,green,,black ,long sleeve,,long,clothes,6,7,no,3.136262189710035,101.72391362468925,2.0
2015-12-28,05:45:18,chinese,female,fat,,yes,toddler ,big,white,formal,grey,,,short,,5,9,,3.183735701344401,101.75877612329407,3.0
2015-12-30,20:20:59,malay,female,fat,57.0,no,young,small,red,formal,green,short_sleeve,white,short,blankets,5,9,no,3.093245938458267,101.75851388948523,1.0
2016-01-03,22:11:58,malay,female,moderate,38.0,no,toddler ,small,purple,casual,white,short_sleeve,blue_jeans,long,clothes,6,7,yes,3.108242878732861,101.78066363465533,3.0
2016-01-23,14:10:53,malay,male,fat,30.0,no,toddler,small,purple,traditional,grey,long sleeve,blue,short,blankets,4,9,yes,3.103253327513648,101.75377428966804,3.0
2016-01-21,18:46:49,malay,male,fat,59.0,yes,toddler,big,,traditional,white,long sleeve,,short,clothes,3,8,no,3.113163144162519,101.78260414736346,
2016-02-25,03:01:04,malay,female,thin,59.0,yes,baby,small,white,,brown,short_sleeve,purple,long,,3,10,,3.1223338332650705,101.75137800936956,1.0
2015-12-08,07:09:34,malay,female,moderate,51.0,yes,baby,big,white,casual,black,short_sleeve,blue  ,short,clothes,5,10,yes,3.1005463303995846,101.74161108027675,3.0
2015-12-10,18:41:55,malay,male,thin,32.0,,baby,big,green,formal,blue,long sleeve,pink,short,blankets,3,9,no,3.154113489334371,101.7674157768414,2.0
2016-01-24,17:28:57,chinese,male,fat,24.0,yes,no_kids,big,brown,formal,red,long sleeve,grey,long,blankets,6,9,no,3.1483280697900455,101.76147247786957,1.0
2015-12-01,10:53:49,chinese,female,fat,46.0,yes,toddler,,red,formal,blue,short_sleeve,red,short,blankets,6,8,yes,3.182079632838728,101.7255949535747,2.0
2016-02-22,13:26:47,chinese,male,moderate,40.0,yes,baby,small,brown,formal,yellow,short_sleeve,black,long,clothes,3,10,yes,3.1240883568680964,101.7017691830338,
2016-01-06,01:59:06,chinese,female,moderate,30.0,yes,toddler,small,red,formal,red,long sleeve,blue,long,blankets,3,10,yes,3.14801452103244,101.78520516986681,3.0
2016-02-20,02:50:53,malay,male,thin,32.0,no,toddler,big,yellow,formal,black,short_sleeve,black ,long,blankets,5,7,no,3.1683361416255575,101.78707012817118,3.0
2015-12-21,16:00:45,foreigner ,male,moderate,20.0,yes,young,big,orange,casual,grey,short_sleeve,orange,long,clothes,3,9,no,3.136849112643405,101.76535878137865,3.0
2015-12-04,01:27:27,chinese,female,fat,,no,toddler,small,black,casual,purple,short_sleeve,blue,long,clothes,6,8,no,3.104088839182246,101.73652979278123,1.0
2016-01-12,01:58:10,chinese,female,fat,25.0,no,toddler,small,grey,casual,green,long sleeve,orange,short,,5,8,no,3.1580000567121242,101.73903702499815,2.0
2016-02-04,23:48:10,foreigner ,male,fat,54.0,yes,baby,small,purple,formal,purple,long sleeve,red,short,blankets,5,8,yes,3.089394616948525,101.72721466555065,2.0
2015-12-21,23:59:03,,female,moderate,35.0,yes,toddler ,small,,traditional,black,short_sleeve,blue_jeans,long,blankets,6,9,no,3.161626939184559,101.73415479311068,1.0
2016-01-06,07:56:36,chinese,male,moderate,23.0,no,no_kids,small,orange,formal,blue,long sleeve,blue,long,blankets,3,7,no,3.1361844911832018,101.77498762651636,1.0
2016-02-07,21:26:00,indian,male,thin,40.0,no,young,big,brown,casual,pink,long sleeve,pink,long,blankets,5,7,,3.116178776397341,101.75370715325434,3.0
2016-02-19,06:16:13,indian,male,fat,48.0,yes,baby,small,purple,casual,pink,short_sleeve,pink,short,clothes,5,7,yes,3.1805920684186155,101.77064481144403,1.0
2016-01-17,21:37:32,,,thin,45.0,yes,no_kids,big,,,black,short_sleeve,pink,short,clothes,6,9,yes,3.1127515687894243,101.70367500445568,2.0
2015-12-11,18:50:46,chinese,male,thin,38.0,yes,baby,small,white,formal,brown,long sleeve,blue ,long,blankets,5,8,no,3.1170098935472073,101.71477494416374,
2016-03-01,02:48:24,foreigner ,male,moderate,49.0,no,baby,small,yellow,,purple,short_sleeve,blue_jeans,short,,3,9,yes,3.089169829156991,101.72610913564719,3.0
2016-01-13,11:38:39,malay,female,moderate,42.0,yes,young,big,purple,traditional,orange,short_sleeve,blue_jeans,long,clothes,3,9,yes,3.1442762704349065,101.75675309210463,3.0
2016-02-02,04:15:54,foreigner ,male,fat,19.0,yes,toddler ,small,black,casual,black,long sleeve,purple,long,clothes,3,7,yes,3.128304681335563,101.71724443569718,3.0
2016-01-01,07:27:54,indian,female,fat,48.0,yes,young,small,,traditional,,long sleeve,grey,short,blankets,4,8,,3.149695787240789,101.76579216581653,3.0
2015-12-21,05:29:37,indian,female,moderate,21.0,yes,toddler,small,orange,traditional,black,short_sleeve,pink,long,blankets,5,7,yes,3.1637373120687853,101.77505896494343,2.0
2016-02-09,00:23:01,chinese,female,thin,40.0,no,toddler ,big,grey,traditional,yellow,long sleeve,black,long,,6,9,yes,3.1155614637219093,101.7437048499966,3.0
2015-12-10,02:52:35,malay,male,thin,20.0,no,baby,big,purple,formal,blue,long sleeve,black,long,clothes,6,7,yes,3.1406583169677638,101.72763451945418,1.0
2016-01-30,17:00:50,chinese,,thin,39.0,yes,baby,small,brown,traditional,yellow,long sleeve,green,short,,5,7,yes,3.1627839639208286,101.71103971149122,1.0
2016-03-01,12:19:04,,female,thin,50.0,yes,toddler,big,brown,casual,purple,short_sleeve,blue ,long,blankets,3,7,no,3.1760524228791502,101.70239323851558,1.0
2016-01-05,17:34:58,foreigner ,male,thin,,no,toddler,big,,casual,grey,long sleeve,white,short,clothes,4,9,no,3.129454038164458,101.75294439055399,
2016-02-22,09:47:58,chinese,male,fat,21.0,yes,baby,big,white,casual,grey,short_sleeve,blue_jeans,long,clothes,5,7,no,3.1334978061650274,101.75722903257761,1.0
2016-02-15,09:34:28,chinese,female,moderate,21.0,no,no_kids,big,orange,formal,brown,long sleeve,orange,short,,6,7,,3.0904091765986483,101.77596032287882,2.0
2015-12-19,23:18:58,malay,female,moderate,,no,young,big,brown,traditional,black ,long sleeve,white,long,clothes,4,9,no,3.09475158445928,101.72463739583166,1.0
2016-02-13,23:58:31,,,thin,26.0,,young,big,,,brown,,purple,long,clothes,6,8,yes,3.118858446332229,101.70019603175537,3.0
2016-01-13,09:43:18,malay,female,moderate,20.0,no,young,small,black,formal,yellow,short_sleeve,brown,long,clothes,5,8,no,3.096580650316696,101.77460716525194,2.0
2015-12-04,05:22:08,foreigner ,female,,20.0,yes,toddler ,big,,traditional,blue,short_sleeve,white,short,clothes,3,8,no,3.1727741711017714,101.76451906008342,3.0
2015-12-13,21:24:32,chinese,female,fat,23.0,no,toddler ,small,pink,casual,red,short_sleeve,black ,long,clothes,6,10,no,3.1631052836180924,101.70575128342901,3.0
2016-01-28,19:27:13,,female,moderate,19.0,no,baby,small,orange,formal,black ,short_sleeve,,long,clothes,3,7,yes,3.119449464485605,101.69973185501253,2.0
2015-12-02,10:12:32,chinese,,thin,30.0,no,no_kids,big,white,traditional,purple,short_sleeve,white,long,clothes,4,10,yes,3.0928365396403907,101.70250559184115,
2015-12-01,15:32:58,,female,thin,26.0,yes,young,small,orange,traditional,,long sleeve,blue ,long,blankets,3,9,no,3.1083048767778005,101.70413505499955,3.0
2016-01-09,18:11:00,malay,male,fat,46.0,,baby,small,black,formal,yellow,short_sleeve,,long,blankets,4,8,yes,3.0879598621323967,101.7208434904543,1.0
2015-12-25,02:07:27,,male,fat,23.0,yes,no_kids,big,yellow,traditional,green,long sleeve,red,short,clothes,3,8,no,3.1753489020462613,101.70413748711397,3.0
2016-01-28,07:03:34,malay,male,fat,45.0,yes,no_kids,big,purple,casual,,long sleeve,,long,blankets,4,7,yes,3.196101273666322,101.75739654023268,2.0
2016-01-06,10:16:33,chinese,male,thin,21.0,no,toddler,small,black,,brown,short_sleeve,brown,short,clothes,4,7,,3.182944546462259,101.75767269946404,1.0
2016-02-08,14:40:27,malay,female,fat,43.0,no,toddler ,,yellow,,white,short_sleeve,blue,short,blankets,6,8,no,3.1728925075437897,101.72579178199676,1.0
2015-12-07,04:25:28,foreigner ,,fat,34.0,yes,toddler,small,yellow,traditional,brown,short_sleeve,orange,long,clothes,4,8,yes,3.1148303263782022,101.75800256300086,3.0
2015-12-04,06:41:09,malay,female,thin,29.0,yes,toddler ,big,orange,formal,yellow,short_sleeve,pink,short,blankets,6,9,yes,3.149008306524324,101.74393988318232,2.0
2016-01-10,23:09:00,,male,moderate,42.0,no,toddler,small,pink,traditional,black ,short_sleeve,white,long,clothes,5,8,no,3.105882168005163,101.7195798286521,2.0
2016-01-30,07:16:47,chinese,female,fat,33.0,no,toddler,small,orange,traditional,brown,long sleeve,grey,short,blankets,5,8,no,3.147507522245574,101.73545903324559,2.0
2016-01-03,01:57:23,chinese,female,moderate,42.0,yes,toddler ,small,blue,traditional,orange,long sleeve,pink,short,blankets,3,8,yes,3.1936385363633883,101.74811710736267,2.0
2015-12-29,16:19:39,malay,male,fat,24.0,no,no_kids,big,red,traditional,pink,long sleeve,blue ,short,,4,9,no,3.1343189343210858,101.7833510637873,3.0
2016-02-07,13:48:32,foreigner ,male,thin,21.0,yes,toddler ,small,blue,traditional,,short_sleeve,white,short,clothes,5,7,,3.096311317549493,101.72322331899872,1.0
2015-12-27,02:02:15,,female,moderate,32.0,yes,toddler,big,red,traditional,green,short_sleeve,brown,long,blankets,6,7,yes,3.124784311063718,101.774750544282,2.0
2016-01-21,04:45:54,foreigner ,female,,48.0,yes,no_kids,big,orange,,brown,,green,long,blankets,3,9,yes,3.171723354453877,101.7261403619106,3.0
2016-02-12,02:46:06,foreigner ,female,moderate,50.0,no,baby,big,blue,casual,brown,long sleeve,yellow,long,clothes,5,7,yes,3.183586296729677,101.7046907106692,2.0
2016-01-23,13:51:38,foreigner ,female,,55.0,,young,small,green,traditional,green,,,long,clothes,3,7,yes,3.1412203925901303,101.75713975483761,2.0
2016-02-08,03:48:28,malay,male,moderate,60.0,yes,young,small,green,traditional,white,long sleeve,blue_jeans,long,blankets,3,9,no,3.1209622779496438,101.70527659681045,2.0
2016-01-03,20:31:08,foreigner ,male,fat,22.0,,toddler ,big,red,casual,green,long sleeve,yellow,long,clothes,5,9,no,3.1148119550416964,101.74200079517232,2.0
2015-12-08,04:37:16,indian,male,thin,57.0,yes,toddler ,small,,casual,brown,short_sleeve,purple,short,clothes,5,8,,3.1216229783670015,101.7359686904926,
2016-02-11,17:42:13,indian,female,,36.0,no,toddler,big,white,casual,black,long sleeve,red,long,clothes,3,8,no,3.0964801532402393,101.70041392354292,
2016-02-23,23:03:59,,male,fat,38.0,yes,baby,small,black,casual,white,short_sleeve,grey,short,clothes,3,9,yes,3.1841505799270178,101.70606853726228,1.0
2015-12-08,16:44:28,indian,male,thin,24.0,,baby,big,white,casual,green,long sleeve,blue,short,clothes,5,7,yes,3.118797613651284,101.75796893872008,3.0
2016-02-06,11:14:31,indian,male,moderate,42.0,yes,young,small,grey,formal,yellow,long sleeve,black,long,clothes,5,10,yes,3.180450572502692,101.72760618835116,1.0
2016-02-24,04:40:45,,female,fat,21.0,yes,toddler,small,grey,formal,orange,long sleeve,black,short,clothes,6,7,no,3.1589449034251627,101.74096971329624,2.0
2016-03-01,11:45:55,malay,female,fat,22.0,yes,no_kids,,green,casual,black,short_sleeve,purple,long,,4,8,yes,3.0917739748748367,101.73532129221637,1.0
2016-02-06,06:29:24,malay,male,fat,33.0,yes,young,big,pink,traditional,yellow,short_sleeve,orange,long,blankets,3,7,yes,3.089408683359968,101.78455495682321,2.0
2016-02-23,05:14:08,foreigner ,male,fat,22.0,,toddler,big,white,traditional,white,long sleeve,brown,long,blankets,3,10,no,3.171250833933421,101.72920320047805,2.0
2016-02-10,03:56:06,malay,female,fat,23.0,yes,toddler,big,,formal,,long sleeve,brown,short,blankets,3,7,,3.1123064223700427,101.73460949993627,3.0
2016-02-22,11:00:38,chinese,female,fat,49.0,yes,young,big,purple,,,short_sleeve,purple,short,clothes,4,8,no,3.1214059611005096,101.7319935686729,1.0
2015-12-01,02:06:12,malay,male,moderate,59.0,yes,baby,big,purple,casual,brown,short_sleeve,green,long,blankets,6,9,yes,3.188743907826256,101.73498134509124,
2015-12-06,22:38:22,malay,female,moderate,36.0,no,no_kids,small,purple,casual,orange,,blue ,long,clothes,5,9,no,3.1689280843816157,101.71303968139073,2.0
2016-03-01,06:57:18,malay,female,fat,23.0,yes,young,big,,,green,short_sleeve,blue,short,blankets,5,7,no,3.1457145217078764,101.74288321886118,3.0
2015-12-31,21:31:49,malay,male,fat,,no,young,small,red,casual,purple,long sleeve,grey,short,clothes,3,9,yes,3.152146116780123,101.75937219012454,1.0
2016-02-12,09:09:11,malay,male,moderate,39.0,yes,toddler,,brown,casual,brown,short_sleeve,blue,long,blankets,6,8,,3.182296206915898,101.71951948304208,3.0
2016-02-22,17:27:57,,female,fat,32.0,yes,no_kids,big,blue,formal,red,long sleeve,blue,long,clothes,3,9,no,3.128711343958339,101.7042147072998,3.0
2015-12-08,11:40:16,chinese,male,moderate,24.0,yes,baby,big,orange,,black ,short_sleeve,,short,,3,8,no,3.155828368120152,101.78194809381198,2.0
2015-12-22,12:44:10,foreigner ,male,moderate,22.0,yes,baby,small,black,formal,black ,short_sleeve,purple,long,,5,9,yes,3.1303500066889516,101.7852246704184,1.0
2015-12-09,12:35:33,malay,female,fat,42.0,yes,no_kids,big,red,casual,grey,long sleeve,blue  ,long,blankets,3,10,no,3.152888538263835,101.71786126893288,3.0
2016-01-13,00:18:56,foreigner ,male,thin,18.0,yes,baby,big,,traditional,black,short_sleeve,yellow,short,clothes,3,8,yes,3.1452505093960355,101.75584309944303,
2016-01-16,21:40:30,foreigner ,male,fat,42.0,,toddler,big,red,casual,brown,long sleeve,,long,clothes,6,7,yes,3.160532307792609,101.75566561387396,2.0
2015-12-01,12:48:51,indian,male,,38.0,no,toddler ,small,green,casual,grey,short_sleeve,pink,long,blankets,6,8,yes,3.107263316660787,101.7176011951934,1.0
2016-01-21,16:16:04,chinese,female,moderate,36.0,yes,toddler,,,casual,blue,long sleeve,yellow,short,clothes,3,7,yes,3.1130577085770548,101.76407621235623,
2016-01-08,22:58:19,chinese,female,fat,25.0,yes,young,,white,traditional,green,long sleeve,green,short,clothes,5,10,yes,3.141878359298454,101.75860759861406,3.0
2016-02-28,06:25:16,malay,male,thin,47.0,no,young,big,,formal,green,long sleeve,orange,long,clothes,5,8,yes,3.175405839728271,101.74911335051375,
2016-02-13,10:32:11,indian,female,moderate,29.0,no,no_kids,small,pink,casual,orange,long sleeve,grey,long,blankets,4,7,,3.138725362669643,101.73480330064996,3.0
2016-02-26,20:10:19,indian,female,thin,47.0,yes,toddler ,small,,traditional,black,,white,long,,5,8,yes,3.1460030499426566,101.7123988655394,3.0
2016-02-22,05:56:10,chinese,female,moderate,58.0,,young,small,pink,traditional,yellow,short_sleeve,black,short,blankets,3,9,yes,3.1739621995008536,101.77999933386523,2.0
2015-12-27,19:16:02,malay,male,,37.0,,toddler,small,blue,traditional,orange,long sleeve,black ,short,blankets,3,10,,3.1768588358520877,101.77195087795731,
2016-02-17,04:55:14,indian,female,thin,34.0,no,young,small,purple,casual,,short_sleeve,,short,clothes,5,10,yes,3.178762735399704,101.71470813125687,2.0
2016-01-02,16:24:28,foreigner ,male,fat,57.0,yes,young,small,red,casual,white,long sleeve,blue_jeans,short,clothes,3,8,yes,3.1973600250934133,101.75736133555561,1.0
2016-02-09,12:53:46,malay,female,fat,51.0,yes,young,small,white,casual,black ,short_sleeve,,short,blankets,4,9,no,3.133113701806287,101.7778083409996,1.0
2016-01-14,18:16:15,chinese,male,fat,51.0,,toddler,small,pink,traditional,,short_sleeve,brown,short,,3,7,yes,3.1511536574636967,101.78716215894335,2.0
2016-01-29,20:13:25,,female,fat,,,no_kids,big,green,formal,orange,long sleeve,pink,long,clothes,4,10,yes,3.170120979514778,101.73170270752857,3.0
2016-01-27,10:58:32,malay,female,,37.0,no,no_kids,small,yellow,traditional,white,short_sleeve,,short,clothes,3,8,,3.1690580256813923,101.76382076053018,1.0
2016-01-20,21:57:24,,female,fat,34.0,no,baby,small,brown,traditional,orange,short_sleeve,pink,short,blankets,6,10,yes,3.1210512866834903,101.77746744150564,
2016-01-15,01:33:12,indian,female,moderate,50.0,no,no_kids,small,white,traditional,brown,,grey,long,clothes,4,7,yes,3.1018041928065627,101.73150454295008,3.0
2015-12-05,05:50:58,foreigner ,female,fat,48.0,no,toddler,small,orange,traditional,purple,long sleeve,black,short,blankets,3,10,,3.1571798108945033,101.74159044739294,2.0
2016-01-27,15:15:35,chinese,male,fat,53.0,no,young,small,white,traditional,grey,long sleeve,black ,long,clothes,6,8,no,3.161860299244235,101.78749247882031,3.0
2016-03-01,16:25:52,malay,male,fat,46.0,yes,toddler,,red,traditional,blue,short_sleeve,green,long,clothes,6,9,no,3.094789526400414,101.76637700193578,
2015-12-18,04:03:57,chinese,female,moderate,29.0,yes,baby,big,orange,casual,,short_sleeve,blue,long,blankets,4,9,no,3.1774242569879543,101.72414624542486,3.0
2016-01-05,15:22:19,foreigner ,male,moderate,20.0,yes,toddler,big,red,casual,purple,short_sleeve,blue  ,long,clothes,4,7,no,3.114587969389297,101.73824386556538,3.0
2016-02-05,10:16:31,indian,female,fat,34.0,yes,young,small,white,traditional,green,,grey,short,blankets,5,9,yes,3.1300884608467654,101.74413083893643,2.0
2015-12-21,16:59:07,chinese,male,,,no,toddler ,big,,formal,grey,short_sleeve,orange,long,clothes,3,9,,3.1097185990339673,101.74288911027402,2.0
2016-01-15,06:02:14,malay,female,thin,25.0,yes,toddler,big,green,formal,green,long sleeve,blue ,long,clothes,6,8,yes,3.1769021282427232,101.77735301308371,1.0
2016-01-27,19:15:32,foreigner ,female,fat,,yes,baby,big,black,traditional,green,short_sleeve,white,long,clothes,6,8,no,3.1605870040323065,101.72467142206662,3.0
2016-02-18,04:04:38,chinese,female,moderate,21.0,yes,young,big,pink,formal,,long sleeve,blue_jeans,long,clothes,5,9,yes,3.183662486880482,101.73646083063757,2.0
2016-01-06,07:18:43,foreigner ,female,,45.0,no,baby,small,orange,traditional,black,long sleeve,black,short,blankets,5,7,yes,3.111978618285611,101.71107187426958,2.0
2016-02-01,15:01:58,foreigner ,male,thin,,yes,toddler,small,orange,casual,yellow,short_sleeve,blue_jeans,long,clothes,4,10,no,3.193544278169677,101.70694256538403,
2015-12-05,11:50:31,foreigner ,female,thin,33.0,yes,toddler,big,yellow,formal,green,long sleeve,purple,long,clothes,6,8,,3.1452763739279703,101.7170579228932,1.0
2016-02-16,09:48:22,foreigner ,female,thin,42.0,yes,no_kids,big,,formal,black ,long sleeve,,long,clothes,4,8,yes,3.18310765448448,101.71638025557193,
2015-12-31,18:14:04,indian,male,moderate,36.0,no,toddler,big,white,formal,black ,short_sleeve,,short,clothes,5,8,,3.16837827995922,101.71377513381911,1.0
2016-02-26,03:01:31,foreigner ,female,fat,51.0,yes,toddler ,big,red,formal,red,long sleeve,white,long,blankets,4,7,,3.190911710297042,101.75790512993018,1.0
2016-01-05,19:57:37,,male,fat,33.0,yes,toddler ,small,green,,grey,,blue ,short,clothes,4,8,yes,3.1324648302694227,101.78440368564385,1.0
2016-02-12,10:40:43,foreigner ,female,fat,26.0,no,young,big,white,formal,yellow,short_sleeve,blue,short,clothes,5,8,yes,3.144638297443447,101.73316981463614,2.0
2016-02-29,08:40:37,indian,male,thin,53.0,yes,no_kids,small,,traditional,green,long sleeve,orange,long,,4,8,no,3.104230458545465,101.76302173545648,3.0
2016-01-25,07:30:07,malay,female,fat,26.0,no,toddler,big,yellow,traditional,green,long sleeve,grey,long,clothes,4,9,yes,3.152716178494211,101.71889285202097,3.0
