Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
29/11/2015,2:44:59,chinese,female,moderate,49,no,no_kids,,white,formal,white,short_sleeve,red,short,clothes,6,7,no,,4,19,2.911918124,101.7009079,3
29/11/2015,2:44:59,chinese,female,moderate,36,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no,21,1,,2.919956993,101.6684252,1
29/11/2015,3:24:52,foreigner ,male,fat,54,no,no_kids,big,,formal,orange,short_sleeve,brown,short,blankets,3,7,no,39,5,19,2.931741434,101.642257,3
29/11/2015,3:24:52,chinese,male,fat,47,no,no_kids,,blue,formal,,short_sleeve,black,short,clothes,3,8,yes,39,1,19,2.970509719,101.7440182,
29/11/2015,3:24:52,chinese,female,moderate,34,no,no_kids,,white,,white,short_sleeve,red,short,clothes,6,9,no,58,3,21,2.93427138,101.6590206,
29/11/2015,3:24:52,chinese,female,moderate,,no,no_kids,big,white,,white,short_sleeve,red,short,clothes,6,9,no,38,3,21,2.970195022,101.7255416,2
29/11/2015,3:36:20,foreigner ,male,fat,50,no,no_kids,big,white,,green,short_sleeve,black,short,clothes,3,8,no,17,5,19,2.953802122,101.6832687,2
29/11/2015,3:36:20,chinese,male,fat,38,no,no_kids,,pink,,yellow,,black,short,blankets,5,8,no,43,1,15,2.931863638,101.7209484,
29/11/2015,3:36:20,chinese,,moderate,42,yes,toddler,big,white,,white,short_sleeve,red,short,blankets,6,7,no,45,1,16,2.939490173,101.7068553,1
29/11/2015,3:36:20,chinese,female,moderate,42,,baby,big,white,,white,short_sleeve,red,short,blankets,6,10,no,32,4,19,2.942748198,101.7129786,3
29/11/2015,3:47:21,chinese,female,moderate,47,yes,baby,big,white,formal,white,short_sleeve,,short,blankets,6,10,no,36,2,7,2.909727641,101.6732785,1
29/11/2015,3:47:21,chinese,female,moderate,54,,toddler,big,pink,casual,white,short_sleeve,red,short,blankets,3,10,no,23,2,20,2.914832576,101.6571906,3
29/11/2015,3:47:21,chinese,female,moderate,39,yes,toddler,big,,casual,purple,short_sleeve,purple,short,blankets,6,10,no,23,1,19,2.917192203,101.6881944,2
29/11/2015,3:47:21,chinese,female,,44,yes,baby,,blue,formal,orange,,red,short,blankets,6,10,no,35,1,7,2.904473873,101.7428557,2
29/11/2015,4:01:54,,,moderate,52,yes,baby,big,,formal,pink,short_sleeve,red,short,blankets,6,10,no,36,1,11,2.939444719,101.6347073,3
29/11/2015,4:01:54,chinese,,moderate,,yes,baby,,orange,formal,purple,short_sleeve,red,short,,3,9,no,44,5,12,2.950852176,101.6603759,3
29/11/2015,4:01:54,chinese,female,moderate,35,yes,baby,big,black,formal,orange,,red,short,clothes,6,8,no,21,4,16,2.910613335,101.7269948,2
29/11/2015,4:01:54,,female,moderate,45,,baby,big,red,formal,pink,short_sleeve,blue,short,blankets,5,8,no,28,5,15,2.916988194,101.6408995,3
29/11/2015,4:02:14,chinese,female,moderate,47,yes,baby,big,grey,formal,,,white,short,blankets,4,10,no,21,5,19,2.907125759,101.7149214,1
29/11/2015,4:02:14,chinese,female,moderate,39,yes,toddler,big,black,,orange,,,short,blankets,3,10,no,35,2,21,2.948978846,101.629442,1
29/11/2015,4:02:14,chinese,female,moderate,46,yes,baby,big,black,formal,pink,short_sleeve,,long,blankets,4,7,yes,17,2,15,2.918637021,101.7120882,1
29/11/2015,4:02:14,malay,female,fat,45,no,no_kids,big,black,casual,orange,,,long,clothes,5,9,no,41,4,15,2.913787003,101.6969076,1
29/11/2015,4:02:14,chinese,male,fat,53,,no_kids,big,blue,casual,white,short_sleeve,black,short,clothes,3,8,yes,54,1,7,2.918054787,101.6817762,
29/11/2015,4:02:14,chinese,female,moderate,29,no,no_kids,big,,casual,pink,short_sleeve,blue_jeans,short,clothes,4,10,no,41,4,16,2.963817969,101.6643759,1
29/11/2015,4:02:14,indian,female,fat,43,no,no_kids,small,white,traditional,red,short_sleeve,black,long,clothes,5,10,no,33,0,11,2.951126262,101.6804765,1
29/11/2015,4:02:14,indian,,fat,47,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,8,no,59,0,14,2.909871047,101.6712628,2
29/11/2015,4:03:48,indian,female,fat,49,,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no,17,4,9,2.961989377,101.743933,2
29/11/2015,4:03:48,indian,female,moderate,39,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,7,no,45,5,13,2.962255283,101.6477195,2
29/11/2015,4:03:48,indian,female,fat,29,no,no_kids,big,pink,,white,short_sleeve,white,long,clothes,4,9,no,19,2,9,2.927312308,101.7270998,1
29/11/2015,4:03:48,chinese,female,moderate,34,no,no_kids,big,white,casual,white,short_sleeve,,short,clothes,6,8,no,13,3,9,2.941888072,101.720573,2
29/11/2015,4:03:48,chinese,,moderate,48,no,no_kids,big,,casual,white,short_sleeve,red,short,clothes,6,10,no,33,0,11,2.957548044,101.6369045,3
29/11/2015,4:03:48,indian,female,fat,36,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,8,no,31,2,17,2.927095285,101.6853109,
29/11/2015,4:03:48,indian,female,moderate,39,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,10,,59,5,21,2.969259866,101.7350549,3
29/11/2015,4:03:48,indian,female,moderate,42,yes,young,big,red,,white,short_sleeve,purple,short,clothes,3,8,no,18,3,19,2.932734692,101.639821,3
29/11/2015,4:03:48,indian,female,,40,yes,young,small,white,traditional,,short_sleeve,blue,long,clothes,5,9,no,43,2,16,2.931441416,101.6920606,3
29/11/2015,4:03:48,indian,female,fat,37,yes,young,,black,casual,black,short_sleeve,black,short,clothes,5,9,yes,22,0,15,2.966404153,101.6634601,1
29/11/2015,4:03:48,,female,moderate,31,yes,young,big,blue,casual,pink,long sleeve,black,long,clothes,6,10,no,29,0,18,2.924749135,101.7028921,
29/11/2015,4:03:48,chinese,male,moderate,28,no,no_kids,big,red,casual,yellow,short_sleeve,black,long,,6,8,,13,4,7,2.938481407,101.6517113,3
29/11/2015,4:04:37,foreigner ,male,,46,,no_kids,big,red,formal,blue,long sleeve,black,long,blankets,4,9,no,55,5,11,2.913268453,101.6865539,2
29/11/2015,4:04:37,foreigner ,male,fat,30,no,no_kids,big,white,,green,short_sleeve,black,short,clothes,3,9,,32,3,16,2.957660495,101.720887,1
29/11/2015,4:04:37,chinese,male,,53,no,no_kids,big,blue,casual,black,,black,long,clothes,6,10,,22,4,12,2.971398735,101.6738833,1
29/11/2015,4:04:37,foreigner ,,fat,55,,no_kids,big,red,casual,white,long sleeve,black,long,clothes,5,8,no,34,2,21,2.93056339,101.628685,2
29/11/2015,4:04:37,foreigner ,male,fat,51,no,no_kids,big,white,traditional,grey,long sleeve,grey,long,,4,7,no,48,1,15,2.961194604,101.7051995,1
29/11/2015,4:04:37,,male,,46,yes,toddler,big,white,formal,white,short_sleeve,grey,long,clothes,4,10,no,58,5,18,2.95699819,101.6843143,2
29/11/2015,4:04:37,indian,male,fat,45,yes,young,big,purple,casual,red,short_sleeve,black,long,blankets,6,10,yes,23,4,12,2.967509037,101.6319238,2
29/11/2015,4:04:37,,,moderate,45,no,no_kids,big,red,casual,white,short_sleeve,,short,clothes,3,10,yes,41,0,20,2.911208825,101.6730881,1
29/11/2015,4:04:37,foreigner ,male,fat,32,no,no_kids,,red,casual,white,short_sleeve,black,long,blankets,4,7,no,43,0,8,2.909098192,101.6388981,2
29/11/2015,4:04:37,indian,female,fat,37,no,no_kids,big,white,formal,blue,long sleeve,black,long,blankets,4,8,yes,46,2,7,2.94279574,101.6541146,
29/11/2015,4:05:42,malay,female,fat,54,yes,young,big,,traditional,blue,long sleeve,blue,long,clothes,3,7,yes,52,3,15,2.946968882,101.7387538,1
29/11/2015,4:05:42,chinese,female,moderate,,no,no_kids,big,white,,red,short_sleeve,grey,long,clothes,5,10,no,51,0,14,2.96077247,101.6579484,1
29/11/2015,4:05:42,,female,moderate,28,no,no_kids,big,red,casual,brown,long sleeve,black,long,blankets,3,7,yes,17,0,14,2.909416936,101.7412211,3
29/11/2015,4:05:59,chinese,,fat,38,no,no_kids,big,pink,casual,yellow,short_sleeve,black,short,clothes,5,7,,16,0,20,2.972706179,101.6729075,1
29/11/2015,4:05:59,chinese,female,fat,52,no,no_kids,big,blue,casual,grey,long sleeve,blue,long,clothes,4,8,,36,5,9,2.93536782,101.6457147,3
29/11/2015,4:05:59,indian,male,fat,35,no,no_kids,big,pink,casual,black,short_sleeve,blue_jeans,long,clothes,5,8,no,23,4,13,2.952819537,101.6785248,3
29/11/2015,4:05:59,indian,male,fat,47,no,no_kids,big,pink,,white,short_sleeve,white,short,clothes,5,7,no,23,4,18,2.959312907,101.6969724,1
29/11/2015,4:05:59,indian,male,moderate,35,no,no_kids,big,white,casual,black,short_sleeve,,long,clothes,6,7,no,13,5,13,2.90613794,101.6682155,2
29/11/2015,4:06:04,foreigner ,female,moderate,37,no,no_kids,big,black,,brown,long sleeve,black,long,blankets,3,7,yes,37,4,11,2.959703276,101.7101222,2
29/11/2015,4:06:04,chinese,male,fat,54,no,no_kids,big,red,casual,orange,short_sleeve,blue_jeans,long,clothes,4,8,no,47,2,12,2.947388329,101.70827,2
29/11/2015,4:06:04,indian,male,moderate,54,no,no_kids,big,red,formal,blue,long sleeve,black,long,clothes,3,8,no,16,4,10,2.945465165,101.7045463,2
29/11/2015,4:06:04,indian,male,moderate,43,no,no_kids,big,green,casual,green,short_sleeve,brown,long,clothes,6,9,no,51,2,16,2.946541226,101.6917668,3
29/11/2015,4:06:04,indian,male,fat,50,no,no_kids,big,white,casual,red,short_sleeve,,short,clothes,3,9,no,21,5,20,2.956146601,101.6723139,1
29/11/2015,4:06:04,indian,male,fat,42,no,no_kids,big,green,formal,blue,short_sleeve,black,long,clothes,4,10,,37,1,16,2.936386306,101.676106,1
29/11/2015,4:06:04,indian,male,fat,53,no,no_kids,,black,casual,green,short_sleeve,grey,long,blankets,4,8,no,47,3,9,2.917778783,101.6666652,2
29/11/2015,4:06:19,indian,female,thin,32,no,no_kids,big,red,casual,grey,,white,short,clothes,5,7,no,26,4,19,2.906993466,101.6670969,3
29/11/2015,4:06:19,foreigner ,male,fat,51,yes,young,big,,casual,red,short_sleeve,grey,short,blankets,3,8,no,16,4,11,2.930465029,101.6395502,1
29/11/2015,4:06:19,,male,fat,,yes,young,big,white,casual,blue,short_sleeve,black,long,blankets,5,7,no,36,2,21,2.918565298,101.6580803,1
29/11/2015,4:06:19,chinese,female,moderate,53,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,4,7,,17,3,19,2.919055973,101.6700272,2
29/11/2015,4:06:19,chinese,female,moderate,40,yes,young,big,,casual,black,short_sleeve,black,long,clothes,3,7,yes,54,4,9,2.913278865,101.7152707,1
29/11/2015,4:06:19,foreigner ,,moderate,46,yes,young,big,blue,casual,black,,black,long,clothes,3,8,no,46,4,8,2.927112652,101.6429892,3
29/11/2015,4:06:19,chinese,female,moderate,44,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,4,7,no,59,2,9,2.944665188,101.6497865,1
29/11/2015,4:06:19,,female,moderate,53,yes,young,big,blue,casual,pink,long sleeve,black,long,,3,10,no,30,5,9,2.907206188,101.6478457,
29/11/2015,4:06:19,chinese,male,thin,29,yes,toddler,,,casual,white,short_sleeve,white,short,,5,9,yes,60,1,10,2.932522255,101.7107624,1
29/11/2015,4:06:19,chinese,male,fat,46,no,no_kids,big,red,casual,blue,short_sleeve,green,short,,3,9,yes,51,3,9,2.948015668,101.6290868,2
29/11/2015,4:06:19,chinese,,fat,41,no,no_kids,,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,27,1,21,2.95863272,101.6683026,3
29/11/2015,4:06:22,foreigner ,male,,34,no,no_kids,small,brown,casual,,short_sleeve,,short,clothes,5,7,no,31,4,12,2.950688632,101.6323462,2
29/11/2015,4:06:22,chinese,,moderate,35,no,no_kids,big,white,,white,short_sleeve,red,short,clothes,6,9,no,25,3,20,2.930689216,101.6307961,1
29/11/2015,4:06:22,chinese,female,moderate,55,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,8,no,27,3,18,2.960245312,101.650655,1
29/11/2015,4:06:22,foreigner ,male,fat,,no,no_kids,big,white,casual,,short_sleeve,brown,short,blankets,3,7,no,26,4,17,2.950327167,101.6613464,3
29/11/2015,4:06:22,chinese,male,fat,46,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,8,yes,38,0,12,2.912612632,101.73886,1
29/11/2015,4:06:22,chinese,,moderate,52,no,no_kids,big,white,formal,white,short_sleeve,,short,clothes,6,8,no,51,0,20,2.944764849,101.7341534,2
29/11/2015,4:06:22,chinese,female,moderate,35,no,no_kids,big,white,formal,,short_sleeve,red,short,clothes,6,10,no,30,0,13,2.924590725,101.7269392,2
29/11/2015,4:06:22,foreigner ,male,fat,,no,no_kids,big,,,green,,black,short,clothes,3,10,no,43,0,13,2.969012091,101.6753625,2
29/11/2015,4:06:22,,male,fat,38,no,no_kids,big,pink,formal,yellow,,black,short,clothes,5,9,no,37,2,21,2.966385537,101.6682311,1
29/11/2015,4:07:46,chinese,male,,46,yes,toddler,big,red,formal,white,short_sleeve,white,short,clothes,5,9,yes,19,0,14,2.925849791,101.746625,2
29/11/2015,4:07:46,chinese,male,fat,33,no,no_kids,,red,,blue,short_sleeve,green,short,clothes,3,9,yes,15,2,10,2.969762477,101.6555975,2
29/11/2015,4:07:46,chinese,male,,48,no,no_kids,big,blue,,black,short_sleeve,,short,clothes,3,7,no,36,1,8,2.961704135,101.6691059,3
29/11/2015,4:07:46,foreigner ,male,thin,42,,no_kids,small,,formal,,short_sleeve,brown,short,clothes,5,10,no,40,4,16,2.971639327,101.7293104,3
29/11/2015,4:07:46,chinese,female,thin,40,no,no_kids,big,white,,white,short_sleeve,red,short,clothes,6,8,no,51,0,17,2.966440672,101.6965425,2
29/11/2015,4:07:46,chinese,female,,54,no,,big,white,formal,white,,,short,clothes,6,8,no,41,5,18,2.923720037,101.6519078,2
29/11/2015,4:07:46,foreigner ,male,thin,37,no,no_kids,big,white,,orange,short_sleeve,brown,short,blankets,5,7,no,27,1,18,2.940067802,101.7081527,2
29/11/2015,4:07:46,chinese,male,thin,40,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,9,yes,30,2,11,2.955030372,101.6486871,1
29/11/2015,4:07:46,,female,,53,no,,,,,white,,,short,clothes,6,8,no,35,5,11,2.940628493,101.6802189,1
29/11/2015,4:07:46,chinese,female,thin,41,,no_kids,big,white,formal,white,,red,short,clothes,6,7,no,18,5,7,2.917709797,101.6940848,2
29/11/2015,4:07:46,foreigner ,,,42,,no_kids,big,white,casual,green,short_sleeve,black,short,clothes,3,10,,,5,17,2.922444392,101.6919599,1
29/11/2015,4:08:31,chinese,male,thin,,no,no_kids,big,pink,formal,yellow,short_sleeve,black,short,blankets,5,8,no,,3,18,2.917142196,101.7352583,3
29/11/2015,4:08:31,malay,female,,30,yes,toddler,big,,,,,,short,blankets,6,9,no,29,2,7,2.926794257,101.7008928,1
29/11/2015,4:08:31,malay,female,thin,29,yes,baby,big,white,formal,white,short_sleeve,red,short,blankets,6,8,no,46,4,15,2.911674091,101.7032283,1
29/11/2015,4:08:31,malay,female,thin,44,yes,baby,big,white,formal,white,short_sleeve,red,short,blankets,6,7,no,20,5,9,2.922173465,101.7419733,2
29/11/2015,4:08:31,chinese,,,55,yes,toddler,big,pink,casual,white,short_sleeve,red,short,blankets,3,10,no,16,4,17,2.930714818,101.7005453,2
29/11/2015,4:08:31,malay,female,thin,40,yes,toddler,big,orange,casual,purple,,purple,short,blankets,4,10,no,28,4,19,2.918240626,101.7306938,2
29/11/2015,4:08:31,malay,female,thin,50,yes,baby,big,blue,formal,orange,short_sleeve,red,short,blankets,4,10,no,44,0,18,2.95940508,101.6576167,3
29/11/2015,4:08:31,malay,female,thin,42,yes,baby,big,black,formal,pink,,red,short,blankets,4,10,no,,2,19,2.966869384,101.633234,1
29/11/2015,4:08:31,malay,female,thin,,yes,baby,big,orange,,purple,,red,short,blankets,3,8,no,27,2,17,2.955784701,101.6828008,1
29/11/2015,4:11:41,malay,female,,30,yes,baby,big,black,formal,orange,short_sleeve,,short,clothes,6,8,no,16,2,,2.961582245,101.6837047,
29/11/2015,4:11:41,malay,female,thin,45,yes,baby,big,red,formal,pink,short_sleeve,blue,short,blankets,5,7,,30,5,9,2.907732584,101.6553515,2
29/11/2015,4:11:41,malay,female,thin,45,,baby,big,grey,,purple,short_sleeve,white,short,blankets,4,7,no,59,2,12,2.972697708,101.6681234,2
29/11/2015,4:11:41,malay,female,,32,yes,toddler,big,black,casual,orange,short_sleeve,black,short,blankets,3,7,no,,4,,2.914358066,101.7240908,2
29/11/2015,4:11:41,malay,female,thin,33,yes,baby,,black,formal,pink,short_sleeve,pink,long,blankets,6,7,yes,33,1,12,2.906297838,101.6363493,1
29/11/2015,4:14:16,malay,male,,50,no,no_kids,big,orange,casual,green,short_sleeve,orange,short,clothes,4,9,no,51,2,20,2.923955574,101.6340938,3
29/11/2015,8:16:36,malay,male,fat,38,,toddler,big,blue,casual,orange,,blue_jeans,long,clothes,6,10,no,53,5,7,2.972791285,101.71048,2
29/11/2015,8:56:00,chinese,male,thin,28,no,no_kids,,,casual,green,short_sleeve,black,long,clothes,3,8,no,16,2,11,2.939488268,101.7240119,1
29/11/2015,9:46:09,malay,male,thin,46,no,no_kids,big,yellow,casual,grey,short_sleeve,blue_jeans,long,clothes,6,10,no,37,5,13,2.949483544,101.6490291,1
09/12/2015,9:46:09,malay,male,,34,no,no_kids,big,black,casual,green,short_sleeve,black,long,blankets,6,7,no,52,2,12,2.918507849,101.7314317,1
09/12/2015,15:13:16,malay,,thin,33,no,no_kids,small,white,casual,white,long sleeve,brown,long,clothes,3,7,no,44,1,13,2.926714414,101.6815871,1
09/12/2015,15:21:37,malay,male,thin,37,no,no_kids,small,blue,casual,blue,short_sleeve,blue_jeans,long,blankets,6,10,no,27,1,21,2.930503683,101.6346431,1
09/12/2015,16:20:06,malay,female,thin,42,,no_kids,small,pink,traditional,black,,black,long,clothes,5,8,no,56,1,16,2.952427346,101.6925555,
09/12/2015,16:50:56,malay,female,thin,45,,baby,big,blue,casual,red,long sleeve,,long,,4,7,yes,42,4,11,2.950438533,101.6614846,3
09/12/2015,17:21:26,malay,,thin,,yes,baby,big,blue,casual,green,short_sleeve,black,short,,6,8,,22,3,20,2.931607301,101.6513293,1
09/12/2015,17:22:37,malay,female,moderate,44,,young,big,black,casual,white,long sleeve,black,long,,6,7,yes,21,2,14,2.932500419,101.7060139,2
09/12/2015,17:24:32,malay,female,moderate,39,yes,,big,blue,traditional,green,,,long,,3,9,yes,18,1,21,2.969222397,101.7071964,3
09/12/2015,17:37:56,malay,female,moderate,50,yes,young,big,blue,,,short_sleeve,black,long,,3,9,no,36,2,15,2.939878096,101.6778762,
09/12/2015,18:43:46,malay,female,moderate,,yes,toddler,,white,casual,white,short_sleeve,grey,long,,4,7,,56,1,12,2.910528148,101.6850798,1
09/12/2015,19:02:06,indian,male,,42,no,no_kids,,grey,casual,white,short_sleeve,orange,short,,4,8,no,17,2,15,3.103407114,101.7507182,3
09/12/2015,20:05:46,malay,female,thin,40,no,no_kids,small,white,casual,grey,long sleeve,,long,,3,8,no,13,5,17,3.167681747,101.7829876,1
09/12/2015,20:05:46,malay,female,moderate,45,no,no_kids,small,white,casual,red,long sleeve,black,long,clothes,3,10,no,41,3,21,3.119247795,101.7343064,1
09/12/2015,20:33:01,malay,male,fat,34,no,no_kids,big,grey,casual,white,short_sleeve,black,long,blankets,3,7,no,25,,14,3.106518802,101.7769152,3
09/12/2015,20:37:01,malay,female,moderate,53,no,no_kids,big,purple,traditional,,long sleeve,pink,long,clothes,3,7,,31,,18,3.178167731,101.7677934,3
09/12/2015,20:42:57,indian,female,moderate,,no,no_kids,big,green,traditional,brown,short_sleeve,black,long,,6,10,no,51,1,14,3.092475461,101.7484623,2
09/12/2015,20:43:20,malay,male,moderate,29,no,no_kids,big,,casual,white,short_sleeve,black,long,blankets,4,8,no,59,,10,3.112336946,101.709751,2
14/01/2016,22:13:17,foreigner ,female,moderate,57,no,toddler,small,blue,traditional,blue,long sleeve,green,long,clothes,3,9,no,37,4,15,3.173422155,101.7178909,2
17/01/2016,10:31:44,,male,moderate,52,yes,no_kids,big,,traditional,green,long sleeve,black,short,,4,9,no,15,4,10,3.142041206,101.7457498,1
03/02/2016,22:10:21,malay,female,fat,37,yes,toddler ,small,brown,traditional,blue,long sleeve,blue ,long,,5,7,yes,54,,13,3.109908337,101.7427528,2
06/02/2016,1:20:49,foreigner ,female,fat,33,no,toddler ,small,white,casual,red,short_sleeve,red,short,blankets,4,8,yes,57,3,10,3.091975901,101.699156,3
06/02/2016,21:22:19,malay,female,,23,no,toddler,big,orange,casual,yellow,,green,short,blankets,6,7,,48,,12,3.184453356,101.7359613,2
10/12/2015,17:45:19,chinese,female,moderate,28,no,toddler,,,traditional,brown,long sleeve,blue  ,long,blankets,6,7,no,15,4,7,3.187481677,101.7431112,1
22/02/2016,17:59:24,,female,thin,45,yes,baby,small,purple,formal,white,long sleeve,purple,short,blankets,4,8,no,53,4,10,3.134251505,101.7253607,1
22/12/2015,8:47:32,malay,female,fat,33,,toddler,small,white,traditional,black,short_sleeve,orange,long,clothes,3,10,,22,,9,3.095202159,101.7265815,3
06/01/2016,18:01:47,malay,female,moderate,59,no,young,big,blue,formal,,short_sleeve,brown,short,,3,8,yes,35,1,19,3.154072584,101.7667151,2
26/02/2016,3:05:54,malay,,thin,60,no,young,small,orange,traditional,blue,long sleeve,black ,long,blankets,6,10,no,51,3,16,3.146512948,101.7663138,3
09/02/2016,15:53:44,,male,,53,no,toddler,big,white,formal,,short_sleeve,white,long,blankets,3,7,no,50,2,17,3.103702538,101.7508114,2
27/02/2016,14:26:48,indian,male,moderate,43,no,no_kids,big,green,formal,grey,short_sleeve,,long,clothes,4,7,,30,,10,3.184708302,101.7184559,1
27/02/2016,10:14:04,indian,male,thin,39,no,toddler,small,white,formal,blue,long sleeve,yellow,long,clothes,5,8,no,29,,13,3.111516148,101.7654437,3
13/12/2015,17:18:12,,male,moderate,49,yes,young,big,purple,,blue,short_sleeve,blue ,short,clothes,3,9,yes,59,3,19,3.176824387,101.7211209,1
28/01/2016,18:17:20,malay,female,thin,43,yes,no_kids,big,blue,,black ,long sleeve,blue_jeans,long,clothes,4,10,no,33,4,13,3.123127585,101.75511,3
04/02/2016,12:34:48,foreigner ,male,thin,20,no,toddler,big,white,formal,,short_sleeve,red,short,,5,9,,55,2,17,3.130599735,101.7544228,2
09/01/2016,18:20:30,chinese,female,fat,32,no,toddler ,big,pink,formal,yellow,short_sleeve,black ,long,blankets,5,10,no,43,4,10,3.141551533,101.7676775,1
26/02/2016,15:35:03,malay,male,fat,,yes,toddler ,big,,,white,short_sleeve,white,short,clothes,5,9,no,60,5,8,3.180605266,101.7756651,
16/01/2016,17:20:53,malay,female,fat,25,yes,no_kids,small,white,traditional,,long sleeve,blue ,long,clothes,6,7,,11,,8,3.154413975,101.7534106,2
27/02/2016,23:33:52,chinese,female,thin,23,no,toddler ,big,brown,casual,orange,long sleeve,black,short,blankets,6,8,yes,28,1,19,3.136323286,101.7015956,3
20/02/2016,1:36:35,chinese,male,thin,25,yes,baby,big,purple,traditional,green,long sleeve,blue_jeans,long,blankets,6,8,no,24,0,17,3.119507888,101.7047918,3
07/01/2016,23:18:53,foreigner ,female,fat,21,no,young,big,blue,traditional,orange,short_sleeve,yellow,short,blankets,5,10,no,54,5,8,3.134997688,101.7743947,1
26/12/2015,4:56:46,chinese,male,fat,38,yes,no_kids,big,yellow,formal,yellow,long sleeve,pink,long,blankets,4,9,,45,5,8,3.1527686,101.7589864,3
16/02/2016,8:42:21,malay,male,fat,49,no,toddler,big,black,casual,blue,short_sleeve,blue  ,short,,4,10,no,29,1,16,3.107083838,101.7223527,2
11/02/2016,13:58:11,malay,male,moderate,22,yes,young,big,green,casual,,long sleeve,,long,blankets,4,7,yes,21,2,16,3.104303842,101.7737927,2
10/12/2015,22:48:53,indian,female,moderate,54,,baby,big,black,casual,brown,short_sleeve,blue ,long,blankets,3,7,yes,42,3,10,3.117399384,101.7489589,3
21/12/2015,15:23:50,indian,female,moderate,53,yes,no_kids,big,grey,traditional,black,long sleeve,blue ,short,blankets,3,10,no,44,2,19,3.101844838,101.7101322,2
19/02/2016,7:03:12,,male,moderate,57,no,young,,white,casual,black,long sleeve,blue  ,long,clothes,4,8,no,37,5,10,3.12491718,101.7284114,3
08/02/2016,21:06:05,indian,female,fat,,yes,baby,small,,,orange,short_sleeve,black ,long,,5,9,yes,26,2,18,3.122823995,101.7523786,2
18/02/2016,17:50:32,malay,female,moderate,59,,no_kids,big,yellow,formal,yellow,long sleeve,pink,short,clothes,3,8,yes,11,5,13,3.121386482,101.7672421,
17/01/2016,21:50:24,chinese,male,fat,42,no,no_kids,big,yellow,casual,,,yellow,short,clothes,3,9,yes,19,0,17,3.096205923,101.7279183,3
03/02/2016,10:45:32,malay,male,thin,47,no,no_kids,small,purple,casual,,long sleeve,yellow,long,blankets,3,10,yes,60,3,21,3.160858665,101.7525557,2
21/02/2016,16:48:23,chinese,male,thin,24,no,baby,big,black,traditional,orange,long sleeve,,short,,3,7,no,49,0,20,3.099429478,101.738077,
27/02/2016,22:24:25,,female,thin,60,no,toddler ,small,blue,formal,red,long sleeve,red,long,clothes,6,10,no,17,0,7,3.120630047,101.755119,3
19/01/2016,16:36:51,chinese,male,thin,47,no,toddler,big,white,,black,short_sleeve,blue  ,long,blankets,6,9,yes,22,1,12,3.100586663,101.7585465,3
30/12/2015,16:48:36,malay,male,moderate,32,no,young,big,black,formal,green,,blue,long,,4,7,yes,52,3,14,3.1379086,101.7234986,2
20/12/2015,14:00:22,malay,male,fat,34,yes,no_kids,small,yellow,formal,orange,short_sleeve,blue  ,long,clothes,3,10,yes,36,5,7,3.169603587,101.7157942,2
20/12/2015,14:07:49,malay,male,fat,42,,toddler,small,green,casual,green,long sleeve,white,short,blankets,5,8,no,51,2,18,3.10308636,101.7005098,2
15/12/2015,11:30:00,chinese,male,,25,no,no_kids,small,brown,casual,brown,short_sleeve,yellow,short,blankets,3,8,yes,37,1,7,3.182327601,101.742762,3
09/01/2016,9:30:58,malay,female,fat,54,,toddler ,big,yellow,traditional,red,short_sleeve,black,short,blankets,5,7,yes,20,0,12,3.143818547,101.709315,3
02/01/2016,19:01:44,indian,male,thin,53,yes,baby,small,brown,traditional,red,short_sleeve,red,short,clothes,4,7,,51,5,7,3.098117533,101.7287152,1
04/02/2016,3:01:31,indian,male,thin,45,no,baby,big,brown,formal,white,long sleeve,purple,short,,5,10,yes,39,0,7,3.143764349,101.761231,1
10/12/2015,21:23:33,indian,,,45,no,toddler ,small,,formal,white,short_sleeve,blue  ,long,clothes,3,10,no,59,4,11,3.141868953,101.7728068,2
27/01/2016,9:47:10,foreigner ,,fat,24,no,toddler,big,blue,casual,blue,short_sleeve,blue  ,short,blankets,4,8,yes,40,1,7,3.12824848,101.7016376,3
02/01/2016,15:15:14,malay,female,thin,40,no,toddler ,,,casual,orange,short_sleeve,blue,short,clothes,6,8,no,12,0,8,3.133697645,101.7066789,3
01/01/2016,1:40:55,,male,fat,59,yes,no_kids,small,,casual,black,short_sleeve,green,short,blankets,4,7,no,57,1,12,3.122064194,101.7864119,2
